Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 12:26 AM,Unnamed: 8
3/23/23 - 3/23/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,494.09",$36.84,$0.00,$157.27,$200.00,"$1,888.20",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,92,94,282.71,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,65,1431.22,165.37,0,0.11632258291421939,,1596.59
,Gift Card,7,47,0,0,0,,47
,Cash,20,299.05,0,0,0,,299.05
,Other,,,,,,,
,Total,92,1777.27,165.37,0,0.11260000680897422,,1942.64
,,,,,,,,
,Credit Types,,,,,,,
,Amex,6,129.48,9.97,0,0.07912698412698413,,139.45
,Discover,1,28.96,5.6,0,0.19999999999999998,,34.56
,Mastercard,24,569.48,71.97,0,0.12616355508808835,,641.45
,Visa,34,703.3,77.83,0,0.11163224325874928,,781.13
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
,,,,,,,Paid In Total,$54.44
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,30,59,335,44.45,290.55,0,
,Breakfast Pastry,42,92,582,181.46,400.54,0,
,Breakfast Sandwiches,20,24,339,37.75,301.25,18.08,
,Cakes,,,,,,,
,Catering,,,,,,,
,Coffee Bar,29,34,154.7,10.95,143.75,8.26,
,Cold Drinks,8,8,39.1,4.1,35,1.5,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",17,35,177,4,173,0,
,Hot Sandwiches,10,10,150,0,150,9,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,,,,,,,
,Wholesale,,,,,,,
,Salads,,,,,,,
,Red Wine,,,,,,,
,White Wine,,,,,,,
,Beer,,,,,,,
,Spirits,,,,,,,
,Pizza,,,,,,,
,Soup,,,,,,,
,Toasts & Tartines,,,,,,,
,No Category,0,,,,0,0,
,Total,,,1776.8,282.71,1494.09,36.84 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,,,,,,,
,Bar,,,,,,,
,Online Ordering,1,3,26,0,26,0.84,
,No Revenue Center,91,259,1750.8,282.71,1468.09,36,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,31,583.04,,,,,
,Phone Order,1,24,,,,,
,Takeout,62,887.05,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,36.84,614,,,,
,Non Taxable,76,,880.09,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,1,2,,,,,
,Rebel Bread,6,15,,,,,
,Team Dining - Off Shift,1,1.8,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Pastry Waste,1,122,,,,,
,Reward Dollars,4,34.51,,,,,
,Shift Meal,2,79.1,,,,,
,Teachers 20%,1,3.9,,,,,
,Veteran 20%,1,24.4,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,35,$622.89,,,,,
,Dinner,5,$84.20,,,,,
,Lunch,47,$689.00,,,,,
,No Service,7,$98.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$4.10,1,1,0.3%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$299.05,,,,,
,Cash Adjustments,,$10.12,,,,,
,Cash before Tipouts,,$309.17,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$165.37,,,,,
,Total Cash,,$309.17,,,,,
