Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 12:30 AM,Unnamed: 8
3/31/23 - 3/31/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,544.16",$36.79,$0.00,$145.20,$20.00,"$1,746.15",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,94,97,288.89,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,57,1172.26,145.2,0,0.12466729629947625,-4,1313.46
,Gift Card,13,78,0,0,0,,78
,Cash,21,354.69,0,0,0,,354.69
,Other,,,,,,,
,Total,91,1604.95,145.2,0,0.11684235937877202,-4,1746.15
,,,,,,,,
,Credit Types,,,,,,,
,Amex,4,115.24,17.88,0,0.15,,133.12
,Discover,1,12.53,0,0,0,,12.53
,Mastercard,17,375.38,59.76,0,0.16103476151980597,,435.14
,Visa,35,669.11,67.56,0,0.10245677888989992,-4,732.67
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,29,48,309.5,38.5,271,0,
,Breakfast Pastry,41,103,654,202.01,451.99,0,
,Breakfast Sandwiches,14,15,201,0,201,12.06,
,Cakes,,,,,,,
,Catering,,,,,,,
,Coffee Bar,26,34,145.95,3.15,142.8,7.3,
,Cold Drinks,11,16,80.6,7.3,73.3,3.34,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",12,38,186,12.8,173.2,0,
,Hot Sandwiches,13,17,260,25.13,234.87,14.09,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,,,,,,,
,Wholesale,,,,,,,
,Salads,,,,,,,
,Red Wine,,,,,,,
,White Wine,,,,,,,
,Beer,,,,,,,
,Spirits,,,,,,,
,Pizza,,,,,,,
,Soup,,,,,,,
,Toasts & Tartines,,,,,,,
,No Category,0,,,,0,0,
,Total,,,1837.05,288.89,1544.16,36.79 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,,,,,,,
,Bar,,,,,,,
,Online Ordering,3,8,74,7.69,66.31,1.58,
,No Revenue Center,93,263,1763.05,281.2,1477.85,35.21,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,35,696.55,,,,,
,Takeout,62,847.61,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,36.79,612.97,,,,
,Non Taxable,77,,935.19,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,6,20,,,,,
,Rebel Bread,7,18.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Pastry Waste,1,163,,,,,
,Reward Dollars,6,45.29,,,,,
,Shift Meal,3,38.1,,,,,
,Team 20%,2,4,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,26,$349.45,,,,,
,Dinner,6,$52.00,,,,,
,Lunch,58,$997.71,,,,,
,No Service,7,$145.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$3.00,1,1,0.2%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$354.69,,,,,
,Cash Adjustments,,$68.86,,,,,
,Cash before Tipouts,,$423.55,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$145.20,,,,,
,Total Cash,,$423.55,,,,,
