Sales Summary Export,,,,,,,Generated 5/19/23 6:47 PM,
1/20/23 - 1/20/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,789.60",$71.42,$0.00,$343.12,$200.00,"$3,404.14",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,155,156,110.2,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,110,2484.52,335.32,0,0.137621945964138,,2819.84
,Gift Card,17,115.25,0,0,0,,115.25
,Cash,32,422.25,0,0,0,,422.25
,Other,,,,,,,
,Total,159,3022.02,335.32,0,0.131431035158547,,3357.34
,,,,,,,,
,Credit Types,,,,,,,
,Amex,8,187.94,36.98,0,0.206258017736628,,224.92
,Mastercard,40,997.11,137.98,0,0.140735603108872,,1135.09
,Visa,62,1299.47,160.36,0,0.125593270782099,,1459.83
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
,,,,,,,Deposit Sales Collected,$46.80
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,52,80,480,50.9,429.1,0,
,Breakfast Pastry,70,145,762,9.48,752.52,0,
,Breakfast Sandwiches,21,26,370,43,327,19.62,
,Cakes,,,,,,,
,Catering,,,,,,,
,Coffee Bar,43,53,253.9,0,253.9,14.52,
,Cold Drinks,12,15,65.9,0,65.9,0,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",43,79,342,2.09,339.91,0,
,Hot Sandwiches,31,40,626,4.73,621.27,37.28,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,,,,,,,
,Wholesale,,,,,,,
,Soup,,,,,,,
,White Wine,,,,,,,
,Beer,,,,,,,
,Salads,,,,,,,
,Toasts & Tartines,,,,,,,
,Pizza,,,,,,,
,Red Wine,,,,,,,
,No Category,0,,,,0,0,
,Total,,,2899.8,110.2,2789.6,71.42 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,1,4,47,0,47,1.86,
,Bar,3,13,115.2,0,115.2,5.53,
,Online Ordering,7,33,245.6,7.1,238.5,6.83,
,No Revenue Center,138,388,2492,103.1,2388.9,57.2,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,46,959.95,,,,,
,Takeout,110,1829.65,,,,,
,None,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,71.42,1190.17,,,,
,Non Taxable,122,,1599.43,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,8,16,,,,,
,Rebel Bread Club Loaf,13,32.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Reward Dollars,1,7.1,,,,,
,Shift Meal,1,49,,,,,
,Team- 20%,1,5.6,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,52,$866.65,,,,,
,Dinner,1,$4.10,,,,,
,Lunch,95,"$1,765.85",,,,,
,No Service,8,$153.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$129.50,8,15,4.6%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$422.25,,,,,
,Cash Adjustments,,-$132.39,,,,,
,Cash before Tipouts,,$289.86,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$335.32,,,,,
,Total Cash,,$289.86,,,,,
