Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:14 PM,Unnamed: 8
2/8/23 - 2/8/23,,,,,,,Common Good @ Night,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,528.50",$90.51,$0.00,$254.67,$140.00,"$2,013.68",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,33,34,63,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,32,1708.13,254.67,0,0.1571551990126504,,1962.8
,Cash,1,50.88,0,0,0,,50.88
,Other,,,,,,,
,Total,33,1759.01,254.67,0,0.1571551990126504,,2013.68
,,,,,,,,
,Credit Types,,,,,,,
,Amex,2,143.63,27.1,0,0.2,,170.73
,Discover,1,66.78,12.6,0,0.19999999999999998,,79.38
,Mastercard,8,471.42,66.6,0,0.148993288590604,,538.02
,Visa,21,1026.3,148.37,0,0.152174358974359,,1174.67
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Three Course Dinner,,,,,,,
,Restaurant Week,,,,,,,
,Breads,3,3,30,10,20,0,
,Desserts,4,4,48,0,48,2.88,
,Grab and Go Bar,,,,,,,
,Cold Drinks,5,6,25,0,25,1.5,
,Coffee Bar,,,,,,,
,Zero Proof- Bar,1,1,13,0,13,0.78,
,Entrees,1,1,29,0,29,1.74,
,Starters,17,26,228,27,201,12.06,
,White Wine,4,6,76,0,76,4.56,
,Red Wine,3,3,40,0,40,2.4,
,Beer,13,31,174,0,174,10.44,
,Spirits,4,4,46,0,46,2.76,
,Salads,8,11,157,0,157,9.42,
,Pasta,7,9,181,26,155,9.3,
,Pizza,17,21,544.5,0,544.5,32.67,
,No Category,0,,,,0,0,
,Total,,,1591.5,63,1528.5,90.51 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,15,56,677,0,677,40.62,
,Bar,11,50,562.5,0,562.5,33.75,
,Online Ordering,1,3,35,0,35,2.1,
,No Revenue Center,6,17,317,63,254,14.04,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,28,1209.5,,,,,
,Takeout,1,35,,,,,
,Take Out,5,284,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,MI STATE TAX,,90.51,1508.5,,,,
,Non Taxable,3,,20,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Shift Meal,1,63,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Happy Hour,12,$400.50,,,,,
,Dinner,22,"$1,128.00",,,,,
,No Service,0,$0.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$50.88,,,,,
,Cash Adjustments,,$50.00,,,,,
,Cash before Tipouts,,$100.88,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$254.67,,,,,
,Total Cash,,$100.88,,,,,
