Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 12:24 AM,Unnamed: 8
3/19/23 - 3/19/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,462.46",$18.14,$0.00,$151.50,$375.00,"$3,007.10",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,106,110,372.74,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,67,1730.71,149.3,0,0.08594141247848587,,1880.01
,Gift Card,29,251.62,0,0,0,,251.62
,Cash,8,99.02,0,0,0,,99.02
,Other,1,752.25,0,0,0,,752.25
,Total,105,2833.6,149.3,0,0.05447414029006659,,2982.9
,,,,,,,,
,Credit Types,,,,,,,
,Amex,8,111.59,14.41,0,0.1328110599078341,,126
,Discover,3,52,4.2,0,0.08076923076923077,,56.2
,Mastercard,21,583.03,43.74,0,0.07584532685971909,,626.77
,Visa,35,984.09,86.95,0,0.08694739157825265,,1071.04
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,752.25,0,0,0,,752.25
,,,,,,,,
,,,,,,,Deposit Sales Collected,$24.20
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,,,,,,,
,Wholesale,1,136,752.25,0,752.25,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,57,124,802,39.29,762.71,0,
,"Cookies, Bars & Tarts",14,20,98,12.31,85.69,0,
,Cakes,,,,,,,
,Holiday Menus,,,,,,,
,Hot Sandwiches,7,12,188,32,156,9.36,
,Cold Sandwiches,,,,,,,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,11,12,168,17.9,150.1,0,
,Cold Drinks,7,8,35.5,0,35.5,1.85,
,Catering,,,,,,,
,Coffee Bar,21,28,131.45,15.74,115.71,6.93,
,Breads,49,100,660,255.5,404.5,0,
,No Category,0,,,,0,0,
,Total,,,2835.2,372.74,2462.46,18.14 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,106,440,2835.2,372.74,2462.46,18.14,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine-In,1,67.1,,,,,
,Future Orders,14,309.51,,,,,
,Takeout,95,2085.85,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,18.14,302.21,,,,
,Non Taxable,102,,2160.25,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,7,20,,,,,
,Birthday Bread- Rebel Member,1,10,,,,,
,Rebel Bread,27,70.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Bread Waste,1,137,,,,,
,Comp Check,1,14.95,,,,,
,Pastry Waste,1,13,,,,,
,Promotional,1,10,,,,,
,Reward Dollars,3,29.49,,,,,
,Shift Meal,1,67,,,,,
,Team 20%,1,0.8,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,108,"$1,710.21",,,,,
,No Service,2,$752.25,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$6.00,1,1,0.2%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$99.02,,,,,
,Cash Adjustments,,$5.93,,,,,
,Cash before Tipouts,,$104.95,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$149.30,,,,,
,Total Cash,,$104.95,,,,,
