Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 12:27 AM,Unnamed: 8
3/25/23 - 3/25/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,354.80",$20.00,$0.00,$141.83,$100.00,"$1,616.63",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,67,68,335.4,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,50,1305.67,141.83,0,0.11005664623263754,,1447.5
,Gift Card,10,98,0,0,0,,98
,Cash,8,71.13,0,0,0,,71.13
,Other,,,,,,,
,Total,68,1474.8,141.83,0,0.10227879137520733,,1616.63
,,,,,,,,
,Credit Types,,,,,,,
,Amex,2,35,5.7,0,0.16285714285714287,,40.7
,Discover,2,29.78,0,0,0,,29.78
,Mastercard,20,608.06,62.65,0,0.10511744966442953,,670.71
,Visa,26,632.83,73.48,0,0.11743647115230942,,706.31
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,29,59,365,37,328,0,
,Breakfast Pastry,35,119,753,264.4,488.6,0,
,Breakfast Sandwiches,5,7,96,14,82,4.92,
,Cakes,1,1,48,0,48,0,
,Catering,,,,,,,
,Coffee Bar,19,27,121.2,0,121.2,6.92,
,Cold Drinks,3,4,20,0,20,0.6,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",16,24,145,4,141,0,
,Hot Sandwiches,6,6,94,16,78,4.68,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,,,,,,,
,Wholesale,,,,,,,
,Salads,,,,,,,
,Red Wine,2,3,36,0,36,2.16,
,White Wine,,,,,,,
,Beer,2,2,12,0,12,0.72,
,Spirits,,,,,,,
,Pizza,,,,,,,
,Soup,,,,,,,
,Toasts & Tartines,,,,,,,
,No Category,0,,,,0,0,
,Total,,,1690.2,335.4,1354.8,20.00 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,,,,,,,
,Bar,,,,,,,
,Online Ordering,3,18,112.95,0,112.95,0.54,
,No Revenue Center,64,234,1577.25,335.4,1241.85,19.46,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,10,213.5,,,,,
,Takeout,58,1141.3,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,20,333.2,,,,
,Non Taxable,59,,1021.6,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,1,2,,,,,
,Rebel Bread,6,15,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Pastry Waste,1,255,,,,,
,Shift Meal,2,61,,,,,
,Team 20%,1,2.4,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,26,$482.30,,,,,
,Dinner,11,$232.50,,,,,
,Lunch,27,$551.00,,,,,
,No Service,4,$89.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$3.00,1,1,0.2%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$71.13,,,,,
,Cash Adjustments,,$0.00,,,,,
,Cash before Tipouts,,$71.13,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$141.83,,,,,
,Total Cash,,$71.13,,,,,
