Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 12:29 AM,Unnamed: 8
3/29/23 - 3/29/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,964.72",$15.66,$0.00,$132.25,$650.00,"$2,762.63",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,89,92,503.26,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,51,1359.51,134.25,0,0.09705263614478735,,1493.76
,Gift Card,24,198.71,0,0,0,,198.71
,Cash,19,535.83,0,0,0,,535.83
,Other,1,580.33,0,0,0,,580.33
,Total,95,2674.38,134.25,0,0.06203846615957634,,2808.63
,,,,,,,,
,Credit Types,,,,,,,
,Amex,3,65.77,8.4,0,0.1105263157894737,,74.17
,Discover,1,13,2.6,0,0.2,,15.6
,Mastercard,21,539.63,70.2,0,0.12756678175540614,,609.83
,Visa,26,741.11,53.05,0,0.07130663870855007,,794.16
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,580.33,0,0,0,,580.33
,,,,,,,,
,,,,,,,Paid In Total,$46.00
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,3,4,37,7,30,1.8,
,Wholesale,1,217,580.33,0,580.33,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,40,97,610,164.51,445.49,0,
,"Cookies, Bars & Tarts",21,49,216,27.87,188.13,0,
,Cakes,,,,,,,
,Holiday Menus,,,,,,,
,Hot Sandwiches,6,10,146,0,146,8.76,
,Cold Sandwiches,,,,,,,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,4,4,52,0,52,0,
,Cold Drinks,5,8,36.4,10,26.4,1.3,
,Catering,,,,,,,
,Coffee Bar,12,14,65.75,2.37,63.38,3.8,
,Breads,42,102,724.5,291.51,432.99,0,
,No Category,0,,,,0,0,
,Total,,,2467.98,503.26,1964.72,15.66 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,86,505,2467.98,503.26,1964.72,15.66,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine-In,1,67.2,,,,,
,Future Orders,8,390.49,,,,,
,Takeout,83,1507.03,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,15.66,260.78,,,,
,Non Taxable,80,,1703.94,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,7,18,,,,,
,Rebel Bread,21,55.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Birthday Rewards,1,5,,,,,
,Bread Waste,1,201,,,,,
,Pastry Waste,1,138,,,,,
,Reward Dollars,5,40.66,,,,,
,Shift Meal,1,40,,,,,
,Team 20%,1,5.1,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,90,"$1,384.39",,,,,
,No Service,2,$580.33,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$535.83,,,,,
,Cash Adjustments,,-$9.83,,,,,
,Cash before Tipouts,,$526.00,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$134.25,,,,,
,Total Cash,,$526.00,,,,,
