Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 11:37 PM,Unnamed: 8
4/3/23 - 4/3/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,498.95",$7.83,$0.00,$61.69,$200.00,"$1,768.47",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,70,75,630.1,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,37,880.45,65.65,0,0.07224209078404402,,946.1
,Gift Card,24,199.75,0,0,0,,199.75
,Cash,14,186.08,0,0,0,,186.08
,Other,1,499.5,0,0,0,,499.5
,Total,76,1765.78,65.65,0,0.04071545078485001,,1831.43
,,,,,,,,
,Credit Types,,,,,,,
,Amex,4,78.84,6.2,0,0.07425149700598803,,85.04
,Mastercard,14,357.82,24.15,0,0.06380449141347423,,381.97
,Visa,19,443.79,35.3,0,0.07901510912143256,,479.09
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,499.5,0,0,0,,499.5
,,,,,,,,
,,,,,,,Paid In Total,$77.00
,,,,,,,,
,,,,,,,Deposit Sales Collected,$14.04
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,,,,,,,
,Wholesale,1,109,499.5,0,499.5,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,29,89,583,234.39,348.61,0,
,"Cookies, Bars & Tarts",15,33,155,44.78,110.22,0,
,Cakes,1,1,48,0,48,0,
,Holiday Menus,,,,,,,
,Hot Sandwiches,2,3,48,0,48,2.88,
,Cold Sandwiches,,,,,,,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,3,3,40,13,27,0,
,Cold Drinks,7,9,47.3,8.13,39.17,2.34,
,Catering,,,,,,,
,Coffee Bar,8,11,47.75,4.22,43.53,2.61,
,Breads,44,93,660.5,325.58,334.92,0,
,No Category,0,,,,0,0,
,Total,,,2129.05,630.1,1498.95,7.83 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,73,351,2129.05,630.1,1498.95,7.83,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Future Orders,5,67.5,,,,,
,Takeout,70,1431.45,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,7.83,130.7,,,,
,Non Taxable,72,,1368.25,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,7,14,,,,,
,Rebel Bread,20,57,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,10% Munson,3,5.7,,,,,
,Active Service 20%,1,1.4,,,,,
,Birthday Rewards,2,10,,,,,
,Bread Waste,1,236,,,,,
,Pastry Waste,1,235,,,,,
,Reward Dollars,5,33,,,,,
,Shift Meal,1,38,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,72,$991.45,,,,,
,No Service,3,$507.50,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$186.08,,,,,
,Cash Adjustments,,$0.25,,,,,
,Cash before Tipouts,,$186.33,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$65.65,,,,,
,Total Cash,,$186.33,,,,,
