Sales Summary Export,,,,,,,Generated 5/17/23 8:17 PM,
5/5/23 - 5/5/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,480.74",$75.08,$0.00,$279.53,$300.00,"$3,135.35",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,133,136,309.21,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,92,2325.6,280.48,0,0.122457355169117,,2606.08
,Gift Card,16,116.5,0,0,0,,116.5
,Cash,28,421.33,0,0,0,,421.33
,Other,,,,,,,
,Total,136,2863.43,280.48,0,0.116584919777205,,3143.91
,,,,,,,,
,Credit Types,,,,,,,
,Amex,8,346.2,22.1,0,0.0607977991746905,,368.3
,Discover,2,70.36,6.69,0,0.099184581171238,,77.05
,Mastercard,28,676.53,76.49,0,0.116078609909705,,753.02
,Visa,54,1232.51,175.2,0,0.145935545134232,,1407.71
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
,,,,,,,Paid In Total,$30.00
,,,,,,,,
,,,,,,,Deposit Sales Collected,$21.44
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,41,68,435.5,97.98,337.52,0,
,Breakfast Pastry,63,132,828,158.54,669.46,0,
,Breakfast Sandwiches,15,19,271,7.67,263.33,15.8,
,Cakes,2,2,88,0,88,0,
,Catering,,,,,,,
,Coffee Bar,47,65,301.15,4.01,297.14,17.85,
,Cold Drinks,7,9,47.3,5,42.3,2.19,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",13,28,129,0,129,0,
,Hot Sandwiches,10,13,196,0,196,11.76,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,,,,,,,
,Wholesale,,,,,,,
,Soup,2,2,18,0,18,1.08,
,White Wine,1,1,12,0,12,0.72,
,Beer,,,,,,,
,Salads,2,2,10,0,10,0.6,
,Toasts & Tartines,19,21,323,28.71,294.29,17.66,
,Pizza,4,5,131,7.3,123.7,7.42,
,Red Wine,,,,,,,
,No Category,0,,,,0,0,
,Total,,,2789.95,309.21,2480.74,75.08 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,,,,,,,
,Bar,,,,,,,
,Online Ordering,7,19,206.5,17.65,188.85,8.85,
,No Revenue Center,127,348,2583.45,291.56,2291.89,66.23,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,43,1110.6,,,,,
,Future Order,7,188.85,,,,,
,Takeout,86,1181.29,,,,,
,None,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,75.08,1250.76,,,,
,Non Taxable,102,,1229.98,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,6,14,,,,,
,Rebel Bread,11,30,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Bread Waste,1,44,,,,,
,Pastry Waste,2,145,,,,,
,Reward Dollars,5,41.21,,,,,
,Shift Meal,1,35,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,135,"$2,480.74",,,,,
,No Service,1,$0.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$36.00,2,2,1.5%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$421.33,,,,,
,Cash Adjustments,,$55.84,,,,,
,Cash before Tipouts,,$477.17,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$280.48,,,,,
,Total Cash,,$477.17,,,,,
