Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:30 PM,Unnamed: 8
2/24/23 - 2/24/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,027.36",$9.02,$0.00,$122.62,$20.00,"$2,179.00",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,92,97,539.62,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,50,915.83,125.02,0,0.13417474269401247,,1040.85
,Gift Card,28,247.18,0,0,0,,247.18
,Cash,16,158.99,0,0,0,,158.99
,Other,1,732.93,0,0,0,,732.93
,Total,95,2054.93,125.02,0,0.06539968508550294,,2179.95
,,,,,,,,
,Credit Types,,,,,,,
,Amex,7,184.81,33.97,0,0.17910054304845258,,218.78
,Mastercard,16,242.27,31.1,0,0.12931392931392932,,273.37
,Visa,27,488.75,59.95,0,0.11951754385964912,,548.7
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,732.93,0,0,0,,732.93
,,,,,,,,
,,,,,,,Paid In Total,$33.15
,,,,,,,,
,,,,,,,Deposit Sales Collected,$32.20
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,1,1,16,16,0,0,
,Wholesale,1,326,732.93,0,732.93,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,46,124,647,99.47,547.53,0,
,"Cookies, Bars & Tarts",16,36,127,0.96,126.04,0,
,Cakes,,,,,,,
,Holiday Menus,,,,,,,
,Hot Sandwiches,5,5,74,5.14,68.86,4.13,
,Cold Sandwiches,,,,,,,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,7,7,99.5,16.47,83.03,0,
,Cold Drinks,5,7,31.4,0.83,30.57,0,
,Catering,1,1,30,0,30,1.8,
,Coffee Bar,10,12,55.65,4.25,51.4,3.09,
,Breads,45,111,753.5,396.5,357,0,
,No Category,0,,,,0,0,
,Total,,,2566.98,539.62,2027.36,9.02 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,96,630,2566.98,539.62,2027.36,9.02,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Future Orders,9,189.13,,,,,
,Takeout,88,1838.23,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,9.02,150.26,,,,
,Non Taxable,94,,1877.1,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,10,20,,,,,
,Rebel Bread,21,58.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Bread Waste,1,302,,,,,
,Comp Check,1,27.25,,,,,
,Pastry Waste,1,80,,,,,
,Reward Dollars,4,21.87,,,,,
,Shift Meal,1,30,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,96,"$1,294.43",,,,,
,No Service,1,$732.93,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$158.99,,,,,
,Cash Adjustments,,$0.25,,,,,
,Cash before Tipouts,,$159.24,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$125.02,,,,,
,Total Cash,,$159.24,,,,,
