Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:15 PM,Unnamed: 8
2/9/23 - 2/9/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,388.10",$12.13,$0.00,$82.95,$500.00,"$2,983.18",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,84,87,283.2,$1.47,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,46,1334.31,89.7,0,0.0674081310588412,,1424.01
,Gift Card,24,241.5,0,0,0,,241.5
,Cash,16,177.57,0,0,0,,177.57
,Other,1,1239.85,0,0,0,,1239.85
,Total,87,2993.23,89.7,0,0.03189843708326665,,3082.93
,,,,,,,,
,Credit Types,,,,,,,
,Amex,5,156.99,6.45,0,0.04141252006420546,,163.44
,Discover,1,16.89,1.65,0,0.09999999999999999,,18.54
,Mastercard,15,391.93,24.71,0,0.06323736404350608,,416.64
,Visa,25,768.5,56.89,0,0.0741044678911033,,825.39
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,1239.85,0,0,0,,1239.85
,,,,,,,,
,,,,,,,Paid In Total,$99.75
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,,,,,,,
,Wholesale,1,307,1239.85,0,1239.85,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,38,76,398,103.1,294.9,0,
,"Cookies, Bars & Tarts",21,64,247,4.2,242.8,0,
,Cakes,,,,,,,
,Holiday Menus,,,,,,,
,Hot Sandwiches,7,11,168,16,152,9.12,
,Cold Sandwiches,,,,,,,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,5,7,99,13,86,0,
,Cold Drinks,1,1,5,1.8,3.2,0,
,Catering,,,,,,,
,Coffee Bar,11,12,50.95,0.6,50.35,3.01,
,Breads,35,77,463.5,144.5,319,0,
,No Category,0,,,,0,0,
,Total,,,2671.3,283.2,2388.1,12.13 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,82,555,2671.3,283.2,2388.1,12.13,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine-In,1,42.3,,,,,
,Future Orders,10,161.25,,,,,
,Takeout,76,2184.55,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,12.13,202.35,,,,
,Non Taxable,78,,2185.75,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,8,16,,,,,
,Rebel Bread,20,51.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,10% Munson,1,1.1,,,,,
,Bread Waste,1,64,,,,,
,Pastry Waste,1,87,,,,,
,Reward Dollars,3,20.4,,,,,
,Shift Meal,1,41,,,,,
,Team 20%,1,2.2,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,83,"$1,148.25",,,,,
,No Service,4,"$1,239.85",,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$177.57,,,,,
,Cash Adjustments,,-$0.29,,,,,
,Cash before Tipouts,,$177.28,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$89.70,,,,,
,Total Cash,,$177.28,,,,,
