Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 12:27 AM,Unnamed: 8
3/25/23 - 3/25/23,,,,,,,Common Good @ Night,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,$668.00,$40.08,$0.00,$110.16,$0.00,$818.24,,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,10,11,15,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,11,763.2,110.16,0,0.153,,873.36
,Cash,,,,,,,
,Other,,,,,,,
,Total,11,763.2,110.16,0,0.153,,873.36
,,,,,,,,
,Credit Types,,,,,,,
,Amex,2,113.42,19.26,0,0.18000000000000002,,132.68
,Mastercard,2,175.96,33.2,0,0.2,,209.16
,Visa,7,473.82,57.7,0,0.129082774049217,,531.52
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
,,,,,,,Paid In Total,$55.12
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Three Course Dinner,,,,,,,
,Restaurant Week,,,,,,,
,Breads,,,,,,,
,Desserts,1,2,24,0,24,1.44,
,Grab and Go Bar,,,,,,,
,Cold Drinks,1,1,5,0,5,0.3,
,Coffee Bar,2,2,10.5,0,10.5,0.63,
,Zero Proof- Bar,,,,,,,
,Entrees,2,2,58,0,58,3.48,
,Starters,6,13,120,0,120,7.2,
,White Wine,,,,,,,
,Red Wine,1,2,24,0,24,1.44,
,Beer,1,1,6,0,6,0.36,
,Spirits,1,1,12,0,12,0.72,
,Salads,3,4,63,0,63,3.78,
,Pasta,6,6,104,15,89,5.34,
,Pizza,6,9,256.5,0,256.5,15.39,
,No Category,0,,,,0,0,
,Total,,,683,15,668,40.08 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,4,18,273,0,273,16.38,
,Bar,1,5,40,0,40,2.4,
,Online Ordering,2,10,178,0,178,10.68,
,No Revenue Center,4,10,192,15,177,10.62,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,6,313,,,,,
,Takeout,3,219,,,,,
,Take Out,2,136,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,MI STATE TAX,,40.08,668,,,,
,Non Taxable,1,,0,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Shift Meal,1,15,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Happy Hour,2,$72.00,,,,,
,Dinner,9,$596.00,,,,,
,No Service,0,$0.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$0.00,,,,,
,Cash Adjustments,,$0.00,,,,,
,Cash before Tipouts,,$0.00,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$110.16,,,,,
,Total Cash,,$0.00,,,,,
