Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 12:23 AM,Unnamed: 8
3/18/23 - 3/18/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,410.32",$10.70,$0.00,$149.41,$300.00,"$2,870.43",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,95,97,722.67,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,59,1440.81,151.61,0,0.10175099495976538,-9.01,1583.41
,Gift Card,28,282.48,0,0,0,,282.48
,Cash,14,295.4,0,0,0,,295.4
,Other,1,733.34,0,0,0,,733.34
,Total,102,2752.03,151.61,0,0.06028134741395764,-9.01,2894.63
,,,,,,,,
,Credit Types,,,,,,,
,Amex,12,258.57,32.49,0,0.11839947523778288,,291.06
,Discover,1,25,0,0,0,,25
,Mastercard,22,577.17,61.55,0,0.10592892177953706,,638.72
,Visa,24,580.07,57.57,0,0.09444672299237143,-9.01,628.63
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,733.34,0,0,0,,733.34
,,,,,,,,
,,,,,,,Paid In Total,$24.20
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,,,,,,,
,Wholesale,1,296,733.34,0,733.34,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,52,151,951,291.44,659.56,0,
,"Cookies, Bars & Tarts",15,33,162,7.41,154.59,0,
,Cakes,,,,,,,
,Holiday Menus,,,,,,,
,Hot Sandwiches,3,3,44,7.81,36.19,2.17,
,Cold Sandwiches,,,,,,,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,14,17,210,31.34,178.66,0,
,Cold Drinks,9,11,50.5,11.1,39.4,1.77,
,Catering,,,,,,,
,Coffee Bar,17,23,121.15,0,112.65,6.76,
,Breads,50,111,834.5,373.57,460.93,0,
,No Category,2,2,35,0,35,0,
,Total,,,3141.49,722.67,2410.32,10.70 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,94,647,3141.49,722.67,2410.32,11.21,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Future Orders,12,299.83,,,,,
,Takeout,85,2110.49,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,10.7,178.24,,,,
,Non Taxable,92,,2232.08,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,6,16,,,,,
,Comp Item,4,47.1,,,,,
,Rebel Bread,21,72,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Birthday Rewards,1,5,,,,,
,Bread Waste,1,252,,,,,
,Pastry Waste,1,242,,,,,
,Reward Dollars,7,66.57,,,,,
,Shift Meal,1,22,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,93,"$1,640.98",,,,,
,No Service,4,$769.34,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$110.00,2,2,4.6%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$295.40,,,,,
,Cash Adjustments,,$0.23,,,,,
,Cash before Tipouts,,$295.63,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$151.61,,,,,
,Total Cash,,$295.63,,,,,
