Sales Summary Export,,,,,,,Generated 5/19/23 8:30 PM,
2/3/23 - 2/3/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,250.99",$14.21,$0.00,$133.69,$200.00,"$2,598.89",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,110,118,376.75,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,67,1399.11,137.89,0,0.0961475438412997,,1537
,Gift Card,29,244.04,0,0,0,,244.04
,Cash,24,311.03,0,0,0,,311.03
,Other,1,566.14,0,0,0,,566.14
,Total,121,2520.32,137.89,0,0.0614392714083936,,2658.21
,,,,,,,,
,Credit Types,,,,,,,
,Amex,12,331.62,24.85,0,0.0764968446975527,,356.47
,Discover,2,46.26,5.44,0,0.11945542380325,,51.7
,Mastercard,16,263.06,31.76,0,0.114121451670859,,294.82
,Visa,37,758.17,75.84,0,0.0965548850355206,,834.01
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,566.14,0,0,0,,566.14
,,,,,,,,
,,,,,,,Paid In Total,$68.32
,,,,,,,,
,,,,,,,Deposit Sales Collected,$9.00
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,1,1,7,0,7,0,
,Wholesale,1,297,566.14,0,566.14,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,50,104,548,39.44,508.56,0,
,"Cookies, Bars & Tarts",29,67,252,18.66,233.34,0,
,Cakes,3,3,118,41,77,0,
,Holiday Menus,,,,,,,
,Hot Sandwiches,7,9,142,2.81,139.19,5.47,
,Cold Sandwiches,,,,,,,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,5,7,101,0,101,0,
,Cold Drinks,2,3,14.1,0,14.1,0,
,Catering,,,,,,,
,Coffee Bar,22,30,149.5,3.5,146,8.74,
,Breads,52,108,730,271.34,458.66,0,
,No Category,0,,,,0,0,
,Total,,,2627.74,376.75,2250.99,14.21 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,116,629,2627.74,376.75,2250.99,14.21,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Future Orders,18,345.12,,,,,
,Takeout,100,1905.87,,,,,
,None,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,14.21,237.19,,,,
,Non Taxable,112,,2013.8,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,10,20,,,,,
,Rebel Bread,26,66,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,10% Munson,1,0.5,,,,,
,Birthday Rewards,2,10,,,,,
,Bread Waste,1,157,,,,,
,Pastry Waste,1,29,,,,,
,Reward Dollars,3,59.16,,,,,
,Shift Meal,1,29,,,,,
,Team 20%,2,6.09,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,116,"$1,684.85",,,,,
,No Service,2,$566.14,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$311.03,,,,,
,Cash Adjustments,,-$1.07,,,,,
,Cash before Tipouts,,$309.96,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$137.89,,,,,
,Total Cash,,$309.96,,,,,
