Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 11:37 PM,Unnamed: 8
4/4/23 - 4/4/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,665.30",$48.84,$0.00,$210.08,$40.00,"$1,964.22",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,101,102,113,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,60,1271.67,202.58,0,0.1637936610608021,-16.96,1457.29
,Gift Card,16,94.5,0,0,0,,94.5
,Cash,26,391.13,0,0,0,,391.13
,Other,,,,,,,
,Total,102,1757.3,202.58,0,0.15216705475850673,-16.96,1942.92
,,,,,,,,
,Credit Types,,,,,,,
,Amex,5,78.62,11.51,0,0.15295681063122923,,90.13
,Discover,1,9,0,0,0,,9
,Mastercard,16,371.45,53.48,0,0.14896935933147631,-16.96,407.97
,Visa,38,812.6,137.59,0,0.17448481389892842,,950.19
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
,,,,,,,Paid In Total,$18.00
,,,,,,,,
,,,,,,,Deposit Sales Collected,$39.30
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,28,49,251.5,61,190.5,0,
,Breakfast Pastry,43,79,500,12,488,0,
,Breakfast Sandwiches,16,21,293,0,293,17.58,
,Cakes,,,,,,,
,Catering,,,,,,,
,Coffee Bar,37,49,231.4,0,231.4,13.52,
,Cold Drinks,8,10,52.4,5,47.4,2.86,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",20,40,186,19,167,0,
,Hot Sandwiches,14,18,280,16,248,14.88,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,,,,,,,
,Wholesale,,,,,,,
,Salads,,,,,,,
,Red Wine,,,,,,,
,White Wine,,,,,,,
,Beer,,,,,,,
,Spirits,,,,,,,
,Pizza,,,,,,,
,Soup,,,,,,,
,Toasts & Tartines,,,,,,,
,No Category,0,,,,0,0,
,Total,,,1794.3,113,1665.3,48.84 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,,,,,,,
,Bar,,,,,,,
,Online Ordering,2,4,44,5,39,1.8,
,No Revenue Center,98,262,1750.3,108,1626.3,48,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,44,820.25,,,,,
,Future Order,2,39,,,,,
,Takeout,56,806.05,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,48.84,813.8,,,,
,Non Taxable,72,,851.5,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,6,12,,,,,
,Rebel Bread,10,25,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Birthday Rewards,1,5,,,,,
,Reward Dollars,1,6,,,,,
,Shift Meal,2,65,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,101,"$1,681.30",,,,,
,Lunch,0,-$16.00,,,,,
,No Service,1,$0.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$391.13,,,,,
,Cash Adjustments,,$4.62,,,,,
,Cash before Tipouts,,$395.75,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$202.58,,,,,
,Total Cash,,$395.75,,,,,
