Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 12:23 AM,Unnamed: 8
3/17/23 - 3/17/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,324.98",$12.04,$0.00,$169.30,$250.00,"$2,756.32",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,98,102,638.37,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,55,1366.29,166,0,0.12041201218627594,,1532.29
,Gift Card,29,240,0,0,0,,240
,Cash,15,291.03,0,0,0,,291.03
,Other,1,667.7,0,0,0,,667.7
,Total,100,2565.02,166,0,0.07260639461138083,,2731.02
,,,,,,,,
,Credit Types,,,,,,,
,Amex,9,341.13,49.63,0,0.14167856123322867,,390.76
,Discover,1,14,0,0,0,,14
,Mastercard,18,411.59,43.34,0,0.10616044090630741,,454.93
,Visa,27,599.57,73.03,0,0.12050160877815363,,672.6
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,667.7,0,0,0,,667.7
,,,,,,,,
,,,,,,,Deposit Sales Collected,$25.30
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,,,,,,,
,Wholesale,1,272,667.7,0,667.7,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,45,147,915,217.08,697.92,0,
,"Cookies, Bars & Tarts",15,32,154,32.77,121.23,0,
,Cakes,,,,,,,
,Holiday Menus,,,,,,,
,Hot Sandwiches,4,4,62,14,48,2.88,
,Cold Sandwiches,,,,,,,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,10,12,146.5,0,146.5,0,
,Cold Drinks,7,7,30.1,4.1,26,1.56,
,Catering,,,,,,,
,Coffee Bar,17,24,127.05,0.42,126.63,7.6,
,Breads,50,118,861,370,491,0,
,No Category,0,,,,0,0,
,Total,,,2963.35,638.37,2324.98,12.04 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,100,616,2963.35,638.37,2324.98,12.04,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine-In,1,56.5,,,,,
,Future Orders,14,336.53,,,,,
,Takeout,87,1931.95,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,12.04,200.63,,,,
,Non Taxable,94,,2124.35,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,11,24,,,,,
,Mistake Discount,1,1.4,,,,,
,Rebel Bread,24,68,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,10% Munson,1,1.72,,,,,
,Birthday Rewards,1,5,,,,,
,Bread Waste,1,274,,,,,
,Comp Check,1,195,,,,,
,Promotional,1,4,,,,,
,Reward Dollars,2,18.15,,,,,
,Shift Meal,1,47.1,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,101,"$1,657.28",,,,,
,No Service,1,$667.70,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$7.00,1,1,0.3%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$291.03,,,,,
,Cash Adjustments,,$0.20,,,,,
,Cash before Tipouts,,$291.23,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$166.00,,,,,
,Total Cash,,$291.23,,,,,
