Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 12:23 AM,Unnamed: 8
3/17/23 - 3/17/23,,,,,,,Common Good @ Night,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,112.00",$65.04,$0.00,$202.41,$0.00,"$1,379.45",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,20,20,122,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,21,1120.02,202.41,0,0.19141873616916644,,1322.43
,Gift Card,1,17.58,0,0,0,,17.58
,Cash,3,39.44,0,0,0,,39.44
,Other,,,,,,,
,Total,25,1177.04,202.41,0,0.18846368715083797,,1379.45
,,,,,,,,
,Credit Types,,,,,,,
,Amex,4,296.2,53.82,0,0.19221428571428573,,350.02
,Mastercard,5,296.8,59.21,0,0.21146428571428572,,356.01
,Visa,12,527.02,89.38,0,0.17968718587913632,,616.4
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Three Course Dinner,,,,,,,
,Restaurant Week,2,3,95,0,95,5.7,
,Breads,3,3,28,0,28,0,
,Desserts,1,1,12,0,12,0.72,
,Grab and Go Bar,,,,,,,
,Cold Drinks,3,5,25,0,25,1.5,
,Coffee Bar,,,,,,,
,Zero Proof- Bar,4,5,49,0,49,2.94,
,Entrees,,,,,,,
,Starters,8,13,132,0,132,7.92,
,White Wine,2,3,36,0,36,2.16,
,Red Wine,3,3,36,0,36,2.16,
,Beer,4,7,45,0,45,2.7,
,Spirits,2,11,174,0,174,10.44,
,Salads,6,7,101,35,66,3.96,
,Pasta,2,3,59,0,59,3.54,
,Pizza,11,16,442,87,355,21.3,
,No Category,0,,,,0,0,
,Total,,,1234,122,1112,65.04 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,6,22,374,0,374,22.44,
,Bar,4,31,400,0,400,24,
,Online Ordering,1,3,64,0,64,3.84,
,No Revenue Center,9,24,396,122,274,14.76,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,15,876,,,,,
,Takeout,1,64,,,,,
,Take Out,4,172,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,MI STATE TAX,,65.04,1084,,,,
,Non Taxable,4,,28,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Comp Check,1,122,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Happy Hour,3,$105.00,,,,,
,Dinner,17,"$1,007.00",,,,,
,No Service,0,$0.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$39.44,,,,,
,Cash Adjustments,,-$3.43,,,,,
,Cash before Tipouts,,$36.01,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$202.41,,,,,
,Total Cash,,$36.01,,,,,
