Sales Summary Export,,,,,,,Generated 5/19/23 6:40 PM,
1/8/23 - 1/8/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,653.72",$15.41,$0.00,$155.36,$150.00,"$2,974.49",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,110,113,506.7,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,67,1545.65,158.41,0,0.101044829433827,,1704.06
,Gift Card,28,273,0,0,0,,273
,Cash,16,286.56,0,0,0,,286.56
,Other,1,650.27,0,0,0,,650.27
,Total,112,2755.48,158.41,0,0.0635273924533901,,2913.89
,,,,,,,,
,Credit Types,,,,,,,
,Amex,5,135.02,18.33,0,0.137716003005259,,153.35
,Discover,4,161.12,25.5,0,0.13972602739726,,186.62
,Mastercard,22,489.02,27.86,0,0.0570901639344262,,516.88
,Visa,36,760.49,86.72,0,0.113490027744333,,847.21
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,650.27,0,0,0,,650.27
,,,,,,,,
,,,,,,,Paid In Total,$88.26
,,,,,,,,
,,,,,,,Deposit Sales Collected,$148.86
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,1,1,7,0,7,0.42,
,Wholesale,1,164,650.27,0,650.27,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,55,187,979,229.39,749.61,0,
,"Cookies, Bars & Tarts",21,48,210,26.6,183.4,0,
,Cakes,2,2,24,0,24,0,
,Holiday Menus,,,,,,,
,Hot Sandwiches,7,10,156,14,142,8.52,
,Cold Sandwiches,1,1,12,0,12,0,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,8,15,192,1.28,190.72,0,
,Cold Drinks,2,2,8.2,4.1,4.1,0,
,Catering,,,,,,,
,Coffee Bar,14,20,107.95,0,107.95,6.47,
,Breads,62,121,814,231.33,582.67,0,
,No Category,0,,,,0,0,
,Total,,,3160.42,506.7,2653.72,15.41 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,111,571,3160.42,506.7,2653.72,15.41,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Future Orders,1,4,,,,,
,Takeout,112,2649.72,,,,,
,None,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,15.41,256.95,,,,
,Non Taxable,103,,2396.77,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,8,22,,,,,
,Rebel Bread,21,58,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,10% Munson,1,6.6,,,,,
,Bread Waste,1,130,,,,,
,Pastry Waste,1,196,,,,,
,Reward Dollars,5,67,,,,,
,Shift Meal,1,23.1,,,,,
,Team 20%,1,4,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,110,"$1,972.45",,,,,
,No Service,3,$681.27,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$12.00,1,1,0.5%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$286.56,,,,,
,Cash Adjustments,,$2.25,,,,,
,Cash before Tipouts,,$288.81,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$158.41,,,,,
,Total Cash,,$288.81,,,,,
