Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 12:26 AM,Unnamed: 8
3/22/23 - 3/22/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,469.86",$8.72,$0.00,$145.11,$400.00,"$3,023.69",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,111,113,287.92,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,62,1672.46,145.11,0,0.08564750600553632,,1817.57
,Gift Card,29,278,0,0,0,,278
,Cash,18,219.04,0,0,0,,219.04
,Other,1,641.58,0,0,0,,641.58
,Total,110,2811.08,145.11,0,0.05548545471230614,,2956.19
,,,,,,,,
,Credit Types,,,,,,,
,Amex,4,105.07,16.55,0,0.1484304932735426,,121.62
,Discover,1,6,1.2,0,0.19999999999999998,,7.2
,Mastercard,22,809.82,68.35,0,0.08359833659491193,,878.17
,Visa,35,751.57,59.01,0,0.07772962577551801,,810.58
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,641.58,0,0,0,,641.58
,,,,,,,,
,,,,,,,Paid In Total,$48.00
,,,,,,,,
,,,,,,,Deposit Sales Collected,$115.50
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,3,3,21,0,21,1.26,
,Wholesale,1,231,641.58,0,641.58,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,43,117,730,19.32,710.68,0,
,"Cookies, Bars & Tarts",19,56,238,8.18,229.82,0,
,Cakes,1,1,30,0,30,0,
,Holiday Menus,,,,,,,
,Hot Sandwiches,1,1,16,3.98,12.02,0.72,
,Cold Sandwiches,,,,,,,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,8,9,126,4.12,121.88,0,
,Cold Drinks,6,6,28.2,6.02,22.18,1.03,
,Catering,,,,,,,
,Coffee Bar,19,20,96,0.8,95.2,5.71,
,Breads,50,99,831,245.5,585.5,0,
,No Category,0,,,,0,0,
,Total,,,2757.78,287.92,2469.86,8.72 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,108,543,2757.78,287.92,2469.86,8.72,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Future Orders,13,580.7,,,,,
,Takeout,100,1889.16,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,8.72,145.4,,,,
,Non Taxable,103,,2324.46,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,9,20,,,,,
,Rebel Bread,30,100,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Birthday Rewards,1,5,,,,,
,Bread Waste,1,122,,,,,
,Reward Dollars,4,24.82,,,,,
,Shift Meal,1,5,,,,,
,Team 20%,1,1.5,,,,,
,Veterans 20%,2,9.6,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,111,"$1,816.78",,,,,
,No Service,2,$653.08,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$20.00,1,2,0.8%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$219.04,,,,,
,Cash Adjustments,,$3.93,,,,,
,Cash before Tipouts,,$222.97,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$145.11,,,,,
,Total Cash,,$222.97,,,,,
