Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:43 PM,Unnamed: 8
3/13/23 - 3/13/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,960.54",$6.52,$0.00,$81.19,$100.00,"$2,148.25",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,90,95,640.76,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,53,1175.39,114.83,0,0.09418084888250974,,1290.22
,Gift Card,27,246.5,0,0,0,,246.5
,Cash,16,177.15,0,0,0,,177.15
,Other,1,699.5,0,0,0,,699.5
,Total,97,2298.54,114.83,0,0.05303313705114883,,2413.37
,,,,,,,,
,Credit Types,,,,,,,
,Amex,3,40.14,1.4,0,0.035897435897435895,,41.54
,Discover,1,3.97,0,0,0,,3.97
,Mastercard,18,635.6,66.97,0,0.10173173325231658,,702.57
,Visa,31,495.68,46.46,0,0.08965650328058664,,542.14
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,699.5,0,0,0,,699.5
,,,,,,,,
,,,,,,,Paid In Total,$289.50
,,,,,,,,
,,,,,,,Deposit Sales Collected,$24.38
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,,,,,,,
,Wholesale,1,138,699.5,0,699.5,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,38,92,633,207.89,425.11,0,
,"Cookies, Bars & Tarts",12,37,184,26.78,157.22,0,
,Cakes,,,,,,,
,Holiday Menus,,,,,,,
,Hot Sandwiches,3,3,46,0,46,2.76,
,Cold Sandwiches,,,,,,,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,10,11,143,21.96,121.04,0,
,Cold Drinks,2,4,18.2,10,8.2,0.5,
,Catering,,,,,,,
,Coffee Bar,14,14,60.1,5.78,54.32,3.26,
,Breads,50,120,817.5,368.35,449.15,0,
,No Category,0,,,,0,0,
,Total,,,2601.3,640.76,1960.54,6.52 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,94,419,2601.3,640.76,1960.54,6.52,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine-In,1,29,,,,,
,Future Orders,8,156.38,,,,,
,Takeout,86,1775.16,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,6.52,108.5,,,,
,Non Taxable,89,,1852.04,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,11,26,,,,,
,Rebel Bread,21,63.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Bread Waste,1,254,,,,,
,Pastry Waste,1,198,,,,,
,Reward Dollars,4,55.86,,,,,
,Shift Meal,1,42,,,,,
,Teachers 20%,1,1.4,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,94,"$1,261.04",,,,,
,No Service,1,$699.50,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$177.15,,,,,
,Cash Adjustments,,$0.06,,,,,
,Cash before Tipouts,,$177.21,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$114.83,,,,,
,Total Cash,,$177.21,,,,,
