Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 12:24 AM,Unnamed: 8
3/20/23 - 3/20/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,187.64",$27.84,$0.00,$96.43,$200.00,"$1,511.91",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,81,84,367.31,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,46,1042.68,96.43,0,0.08889605899976954,,1139.11
,Gift Card,15,125.5,0,0,0,,125.5
,Cash,19,247.3,0,0,0,,247.3
,Other,,,,,,,
,Total,80,1415.48,96.43,0,0.07967775253046892,,1511.91
,,,,,,,,
,Credit Types,,,,,,,
,Amex,2,28.18,3.9,0,0.1392857142857143,,32.08
,Discover,1,21.31,2,0,0.09950248756218905,,23.31
,Mastercard,16,301.3,49.82,0,0.15324515533681943,,351.12
,Visa,27,691.89,40.71,0,0.057213126273628,,732.6
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,30,49,307,54.25,252.75,0,
,Breakfast Pastry,36,88,552,194.85,357.15,0,
,Breakfast Sandwiches,11,16,223,39.83,183.17,10.99,
,Cakes,,,,,,,
,Catering,,,,,,,
,Coffee Bar,23,32,145.45,18.17,127.28,7.64,
,Cold Drinks,8,9,40.5,13.2,27.3,1.35,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",18,30,135,26,109,0,
,Hot Sandwiches,7,8,126,21.01,104.99,6.3,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,,,,,,,
,Wholesale,,,,,,,
,Salads,,,,,,,
,Red Wine,,,,,,,
,White Wine,1,1,12,0,12,0.72,
,Beer,2,2,14,0,14,0.84,
,Spirits,,,,,,,
,Pizza,,,,,,,
,Soup,,,,,,,
,Toasts & Tartines,,,,,,,
,No Category,0,,,,0,0,
,Total,,,1554.95,367.31,1187.64,27.84 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,,,,,,,
,Bar,,,,,,,
,Online Ordering,3,8,68,12.02,55.98,2.34,
,No Revenue Center,79,227,1486.95,355.29,1131.66,25.5,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,18,303.97,,,,,
,Takeout,66,883.67,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,27.84,463.74,,,,
,Non Taxable,71,,723.9,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,2,4,,,,,
,Rebel Bread,13,35,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,10% Munson,1,0.75,,,,,
,Birthday Rewards,1,5,,,,,
,Pastry Waste,2,158,,,,,
,Reward Dollars,6,65.66,,,,,
,Shift Meal,2,96.2,,,,,
,Teachers 20%,1,2.7,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,26,$402.43,,,,,
,Dinner,7,$73.00,,,,,
,Lunch,43,$650.16,,,,,
,No Service,8,$62.05,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$247.30,,,,,
,Cash Adjustments,,$0.30,,,,,
,Cash before Tipouts,,$247.60,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$96.43,,,,,
,Total Cash,,$247.60,,,,,
