Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 12:26 AM,Unnamed: 8
3/23/23 - 3/23/23,,,,,,,Common Good @ Night,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,$926.07,$55.14,$0.00,$171.64,$0.00,"$1,152.85",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,21,18,96.38,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,16,1035.27,171.64,0,0.17347010965688006,,1206.91
,Cash,2,33.92,0,0,0,,33.92
,Other,,,,,,,
,Total,18,1069.19,171.64,0,0.17347010965688006,,1240.83
,,,,,,,,
,Credit Types,,,,,,,
,Amex,5,443.96,68.35,0,0.16312649164677803,,512.31
,Discover,1,55.77,13,0,0.2,,68.77
,Mastercard,2,57.72,10.89,0,0.2,,68.61
,Visa,8,477.82,79.4,0,0.17605321507760532,,557.22
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
,,,,,,,Paid In Total,$87.98
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Three Course Dinner,,,,,,,
,Restaurant Week,2,4,107,9.53,97.47,5.84,
,Breads,2,3,7,0,7,0,
,Desserts,1,1,12,0,12,0.72,
,Grab and Go Bar,,,,,,,
,Cold Drinks,1,1,5,0,5,0.3,
,Coffee Bar,2,3,14.45,0,14.45,0.87,
,Zero Proof- Bar,,,,,,,
,Entrees,1,1,29,0,29,1.74,
,Starters,4,6,73,1.9,71.1,4.27,
,White Wine,2,2,32,0,32,1.92,
,Red Wine,3,11,140,84,56,3.36,
,Beer,4,12,74,0.95,73.05,4.38,
,Spirits,3,4,63,0,63,3.78,
,Salads,4,5,66,0,66,3.96,
,Pasta,3,5,89,0,89,5.34,
,Pizza,8,11,311,0,311,18.66,
,No Category,0,,,,0,0,
,Total,,,1022.45,96.38,926.07,55.14 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,4,33,441,0,441,26.28,
,Bar,4,12,195,0,195,11.7,
,Online Ordering,1,2,58,0,58,3.48,
,No Revenue Center,9,22,328.45,96.38,232.07,13.68,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,13,670.07,,,,,
,Takeout,2,87,,,,,
,Take Out,3,169,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,MI STATE TAX,,55.14,919.07,,,,
,Non Taxable,3,,7,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,Wine Waste,2,84,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Reward Dollars,1,12.38,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Happy Hour,3,$113.00,,,,,
,Dinner,14,$790.07,,,,,
,No Service,1,$23.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$33.92,,,,,
,Cash Adjustments,,$0.00,,,,,
,Cash before Tipouts,,$33.92,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$171.64,,,,,
,Total Cash,,$33.92,,,,,
