Sales Summary Export,,,,,,,Generated 5/19/23 6:48 PM,
1/22/23 - 1/22/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,169.35",$63.87,$0.00,$252.30,$100.00,"$2,585.52",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,108,109,293.9,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,75,1937.61,250.8,0,0.131783597461011,,2188.41
,Gift Card,18,205.12,0,0,0,,205.12
,Cash,17,181.89,0,0,0,,181.89
,Other,,,,,,,
,Total,110,2324.62,250.8,0,0.118313048400793,,2575.42
,,,,,,,,
,Credit Types,,,,,,,
,Amex,14,476.66,60.63,0,0.131518438177874,,537.29
,Mastercard,24,520.86,72.7,0,0.139909934182672,,593.56
,Visa,37,940.09,117.47,0,0.127338753387534,,1057.56
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
,,,,,,,Deposit Sales Collected,$10.10
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,36,57,378,65.59,312.41,0,
,Breakfast Pastry,55,130,708,177.71,530.29,0,
,Breakfast Sandwiches,20,33,449,3.68,445.32,26.72,
,Cakes,,,,,,,
,Catering,,,,,,,
,Coffee Bar,43,65,291.75,13.7,278.05,16.26,
,Cold Drinks,10,14,65.5,15.76,49.74,0,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",30,57,206,0.66,205.34,0,
,Hot Sandwiches,15,24,365,16.8,348.2,20.89,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,,,,,,,
,Wholesale,,,,,,,
,Soup,,,,,,,
,White Wine,,,,,,,
,Beer,,,,,,,
,Salads,,,,,,,
,Toasts & Tartines,,,,,,,
,Pizza,,,,,,,
,Red Wine,,,,,,,
,No Category,0,,,,0,0,
,Total,,,2463.25,293.9,2169.35,63.87 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,,,,,,,
,Bar,,,,,,,
,Online Ordering,5,15,159.1,0,159.1,4.92,
,No Revenue Center,103,365,2304.15,293.9,2010.25,58.95,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,40,904.65,,,,,
,Takeout,69,1264.7,,,,,
,None,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,63.87,1064.57,,,,
,Non Taxable,96,,1104.78,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,7,14,,,,,
,Rebel Bread Club Loaf,13,33,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Birthday Rewards,2,10,,,,,
,Pastry Waste,1,148,,,,,
,Reward Dollars,4,43.4,,,,,
,Shift Meal,1,33.1,,,,,
,Team- 20%,2,12.4,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,47,"$1,014.20",,,,,
,Lunch,57,"$1,049.85",,,,,
,No Service,5,$105.30,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$181.89,,,,,
,Cash Adjustments,,$4.59,,,,,
,Cash before Tipouts,,$186.48,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$250.80,,,,,
,Total Cash,,$186.48,,,,,
