Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 12:25 AM,Unnamed: 8
3/21/23 - 3/21/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,470.66",$33.40,$0.00,$127.95,$200.00,"$1,832.01",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,100,103,358.34,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,49,1162.77,133.65,0,0.11641276228801381,,1296.42
,Gift Card,16,141.46,0,0,0,,141.46
,Cash,36,438.79,0,0,0,,438.79
,Other,,,,,,,
,Total,101,1743.02,133.65,0,0.10332032004947625,,1876.67
,,,,,,,,
,Credit Types,,,,,,,
,Amex,1,20,3,0,0.15,,23
,Discover,1,12,1.8,0,0.15,,13.8
,Mastercard,17,431.65,46,0,0.10810810810810811,,477.65
,Visa,30,699.12,82.85,0,0.11997335534413599,,781.97
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
,,,,,,,Paid In Total,$44.66
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,39,56,397.5,72.31,325.19,0,
,Breakfast Pastry,46,93,585,172.64,412.36,0,
,Breakfast Sandwiches,5,8,122,0,122,7.32,
,Cakes,,,,,,,
,Catering,,,,,,,
,Coffee Bar,26,31,155.2,5.99,149.21,8.96,
,Cold Drinks,7,8,37.3,8.2,29.1,1.15,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",19,42,199,32.4,166.6,0,
,Hot Sandwiches,12,18,280,66.8,213.2,12.79,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,,,,,,,
,Wholesale,,,,,,,
,Salads,,,,,,,
,Red Wine,1,3,36,0,36,2.16,
,White Wine,1,1,12,0,12,0.72,
,Beer,1,1,5,0,5,0.3,
,Spirits,,,,,,,
,Pizza,,,,,,,
,Soup,,,,,,,
,Toasts & Tartines,,,,,,,
,No Category,0,,,,0,0,
,Total,,,1829,358.34,1470.66,33.40 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,,,,,,,
,Bar,,,,,,,
,Online Ordering,2,3,21,0,21,0.9,
,No Revenue Center,99,258,1808,358.34,1449.66,32.5,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,19,379.5,,,,,
,Takeout,84,1091.16,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,33.4,556.51,,,,
,Non Taxable,86,,914.15,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,6,14,,,,,
,Rebel Bread,12,31,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Birthday Rewards,1,5,,,,,
,Bread Waste,1,20,,,,,
,Comp Check,1,7,,,,,
,Pastry Waste,1,130,,,,,
,Reward Dollars,5,43.39,,,,,
,Shift Meal,1,101.2,,,,,
,Teachers 20%,1,2.8,,,,,
,Team 20%,2,3.95,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,24,$294.11,,,,,
,Dinner,6,$45.00,,,,,
,Lunch,64,"$1,046.05",,,,,
,No Service,9,$85.50,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$7.00,1,1,0.5%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$438.79,,,,,
,Cash Adjustments,,-$0.38,,,,,
,Cash before Tipouts,,$438.41,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$133.65,,,,,
,Total Cash,,$438.41,,,,,
