Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 11:37 PM,Unnamed: 8
4/4/23 - 4/4/23,,,,,,,Common Good @ Night,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,$449.50,$24.27,$0.00,$74.64,$100.00,$648.41,,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,21,20,55,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,9,427.93,74.64,0,0.18452410383189122,,502.57
,Gift Card,3,12,0,0,0,,12
,Cash,4,133.84,0,0,0,,133.84
,Other,,,,,,,
,Total,16,573.77,74.64,0,0.1792076830732293,,648.41
,,,,,,,,
,Credit Types,,,,,,,
,Amex,1,140.98,33.25,0,0.25,,174.23
,Mastercard,3,81.31,6.42,0,0.08283870967741935,,87.73
,Visa,5,205.64,34.97,0,0.18025773195876288,,240.61
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Three Course Dinner,,,,,,,
,Restaurant Week,1,2,70,0,70,4.2,
,Breads,6,11,51,6,45,0,
,Desserts,1,1,12,0,12,0.72,
,Grab and Go Bar,,,,,,,
,Cold Drinks,3,3,14,5,9,0.54,
,Coffee Bar,1,1,7.5,0,7.5,0.45,
,Zero Proof- Bar,,,,,,,
,Entrees,1,2,58,0,58,3.48,
,Starters,4,4,35,0,35,2.1,
,White Wine,,,,,,,
,Red Wine,1,1,29,0,29,1.74,
,Beer,,,,,,,
,Spirits,2,2,30,0,30,1.8,
,Salads,2,2,28,0,28,1.68,
,Pasta,4,7,126,44,82,4.92,
,Pizza,1,2,44,0,44,2.64,
,No Category,0,,,,0,0,
,Total,,,504.5,55,449.5,24.27 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,3,12,237.5,0,237.5,14.25,
,Bar,1,4,56,0,56,3.36,
,Online Ordering,,,,,,,
,No Revenue Center,14,22,211,55,156,6.66,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,17,361.5,,,,,
,Takeout,3,88,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,MI STATE TAX,,24.27,404.5,,,,
,Non Taxable,9,,45,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,2,4,,,,,
,Comp Item,1,22,,,,,
,Mistake Discount,1,2,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Reward Dollars,1,5,,,,,
,Shift Meal,1,22,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Happy Hour,9,$84.50,,,,,
,Dinner,11,$365.00,,,,,
,No Service,0,$0.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$10.00,1,1,2.2%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$133.84,,,,,
,Cash Adjustments,,$1.00,,,,,
,Cash before Tipouts,,$134.84,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$74.64,,,,,
,Total Cash,,$134.84,,,,,
