Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:35 PM,Unnamed: 8
3/1/23 - 3/1/23,,,,,,,Common Good @ Night,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,954.81",$175.65,$0.00,$557.39,$0.00,"$3,687.85",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,60,55,42.69,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,57,3122.96,557.39,0,0.18814852320675104,,3680.35
,Gift Card,1,7.5,0,0,0,,7.5
,Cash,,,0,,0,,0
,Other,,,,,,,
,Total,58,3130.46,557.39,0,0.18767340067340066,,3687.85
,,,,,,,,
,Credit Types,,,,,,,
,Amex,8,418.17,48.9,0,0.12395437262357414,,467.07
,Discover,1,94.34,17.8,0,0.2,,112.14
,Mastercard,19,998.52,202,0,0.21443736730360935,,1200.52
,Visa,29,1611.93,288.69,0,0.18782693558880936,,1900.62
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Three Course Dinner,,,,,,,
,Restaurant Week,31,47,1335,25,1310,78.6,
,Breads,3,4,30,2.5,27.5,0,
,Desserts,3,4,46,1.94,44.06,2.65,
,Grab and Go Bar,,,,,,,
,Cold Drinks,3,4,17,0,17,1.02,
,Coffee Bar,1,1,6.5,0,6.5,0.39,
,Zero Proof- Bar,,,,,,,
,Entrees,2,3,87,0,87,5.22,
,Starters,8,12,114,0,114,6.84,
,White Wine,9,9,186,0,186,11.16,
,Red Wine,9,10,208,0,208,12.48,
,Beer,7,13,74,8.59,65.41,3.92,
,Spirits,6,10,150,0,150,9,
,Salads,10,14,206,2.46,203.54,12.22,
,Pasta,4,5,75,0,75,4.5,
,Pizza,15,17,463,2.2,460.8,27.65,
,No Category,0,,,,0,0,
,Total,,,2997.5,42.69,2954.81,175.65 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,19,60,1157,25,1132,67.92,
,Bar,26,68,1448,0,1448,86.64,
,Online Ordering,3,9,150,6.6,143.4,8.62,
,No Revenue Center,7,16,242.5,11.09,231.41,12.47,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,48,2606.91,,,,,
,Takeout,3,143.4,,,,,
,Take Out,4,204.5,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,MI STATE TAX,,175.65,2927.31,,,,
,Non Taxable,4,,27.5,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,Comp Item,1,25,,,,,
,Rebel Bread,1,2.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Reward Dollars,2,12.79,,,,,
,Team 20%,1,2.4,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Happy Hour,6,$392.00,,,,,
,Dinner,48,"$2,559.40",,,,,
,No Service,1,$3.41,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$4.00,1,1,0.1%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$0.00,,,,,
,Cash Adjustments,,$0.00,,,,,
,Cash before Tipouts,,$0.00,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$557.39,,,,,
,Total Cash,,$0.00,,,,,
