Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 12:29 AM,Unnamed: 8
3/29/23 - 3/29/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,129.61",$20.77,$0.00,$101.31,$45.00,"$1,296.69",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,67,68,241.84,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,40,918.55,101.31,0,0.109731925264013,,1019.86
,Gift Card,9,62,0,0,0,,62
,Cash,12,202.83,0,0,0,,202.83
,Other,,,,,,,
,Total,61,1183.38,101.31,0,0.1028266937325552,,1284.69
,,,,,,,,
,Credit Types,,,,,,,
,Amex,2,81.84,18.06,0,0.22788643533123026,,99.9
,Discover,2,33.78,4.05,0,0.12272727272727273,,37.83
,Mastercard,24,488.47,49.55,0,0.0984111221449851,,538.02
,Visa,12,314.46,29.65,0,0.09642276422764227,,344.11
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
,,,,,,,Deposit Sales Collected,$12.00
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,23,43,241.5,56,185.5,0,
,Breakfast Pastry,33,89,564,131.87,432.13,0,
,Breakfast Sandwiches,7,8,113,16.71,96.29,5.78,
,Cakes,,,,,,,
,Catering,,,,,,,
,Coffee Bar,13,19,76.75,5.5,71.25,4.27,
,Cold Drinks,5,7,35.2,9.52,25.68,1.18,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",17,31,168,8.24,159.76,0,
,Hot Sandwiches,9,11,166,14,152,9.12,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,,,,,,,
,Wholesale,,,,,,,
,Salads,,,,,,,
,Red Wine,,,,,,,
,White Wine,,,,,,,
,Beer,1,1,7,0,7,0.42,
,Spirits,,,,,,,
,Pizza,,,,,,,
,Soup,,,,,,,
,Toasts & Tartines,,,,,,,
,No Category,0,,,,0,0,
,Total,,,1371.45,241.84,1129.61,20.77 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,,,,,,,
,Bar,,,,,,,
,Online Ordering,3,12,77.5,0,77.5,0.45,
,No Revenue Center,63,197,1293.95,241.84,1052.11,20.32,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,14,305.64,,,,,
,Takeout,54,823.97,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,20.77,346.22,,,,
,Non Taxable,57,,783.39,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,1,2,,,,,
,Comp Item,2,11.5,,,,,
,Rebel Bread,8,20,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Bread Waste,1,20,,,,,
,Pastry Waste,1,101,,,,,
,Reward Dollars,4,28.14,,,,,
,Shift Meal,2,59.2,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,11,$165.39,,,,,
,Dinner,3,$30.50,,,,,
,Lunch,47,$808.22,,,,,
,No Service,7,$125.50,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$10.00,1,1,0.9%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$202.83,,,,,
,Cash Adjustments,,-$3.74,,,,,
,Cash before Tipouts,,$199.09,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$101.31,,,,,
,Total Cash,,$199.09,,,,,
