Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 12:26 AM,Unnamed: 8
3/22/23 - 3/22/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,826.15",$42.27,$0.00,$214.40,$264.84,"$2,347.66",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,117,120,273.56,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,72,1668.46,208.7,0,0.12453010322811622,,1877.16
,Gift Card,14,113.5,0,0,0,,113.5
,Cash,24,312.34,0,0,0,,312.34
,Other,,,,,,,
,Total,110,2094.3,208.7,0,0.1166312730524198,,2303
,,,,,,,,
,Credit Types,,,,,,,
,Amex,9,174.25,16.7,0,0.09794721407624633,,190.95
,Discover,3,130.4,21,0,0.14685314685314685,,151.4
,Mastercard,26,577.25,71.14,0,0.12567794364455437,,648.39
,Visa,34,786.56,99.86,0,0.12539712437998368,,886.42
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
,,,,,,,Deposit Sales Collected,$44.66
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,39,60,426,100.89,325.11,0,
,Breakfast Pastry,42,95,602,83.26,518.74,0,
,Breakfast Sandwiches,14,21,292,34.55,257.45,15.45,
,Cakes,,,,,,,
,Catering,,,,,,,
,Coffee Bar,39,46,189.75,4.5,185.25,11.1,
,Cold Drinks,14,16,72.8,8.2,64.6,3,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",25,52,263,0,263,0,
,Hot Sandwiches,12,16,244,32,212,12.72,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,,,,,,,
,Wholesale,,,,,,,
,Salads,,,,,,,
,Red Wine,,,,,,,
,White Wine,,,,,,,
,Beer,,,,,,,
,Spirits,,,,,,,
,Pizza,,,,,,,
,Soup,,,,,,,
,Toasts & Tartines,,,,,,,
,No Category,0,,,,0,0,
,Total,,,2089.55,263.4,1826.15,42.27 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,,,,,,,
,Bar,,,,,,,
,Online Ordering,2,7,84,0,84,3.72,
,No Revenue Center,111,299,2005.55,263.4,1742.15,38.55,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,32,528.3,,,,,
,Takeout,88,1297.85,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,42.27,704.3,,,,
,Non Taxable,91,,1121.85,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,4,8,,,,,
,Rebel Bread,10,28.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Bread Waste,1,54,,,,,
,Pastry Waste,1,51,,,,,
,Reward Dollars,4,28.96,,,,,
,Shift Meal,1,85.2,,,,,
,Teachers 20%,2,10.7,,,,,
,Team 20%,1,7.2,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,30,$588.90,,,,,
,Dinner,7,$42.00,,,,,
,Lunch,69,$976.50,,,,,
,No Service,14,$218.75,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$104.00,7,17,5.7%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$312.34,,,,,
,Cash Adjustments,,-$2.55,,,,,
,Cash before Tipouts,,$309.79,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$208.70,,,,,
,Total Cash,,$309.79,,,,,
