Sales Summary Export,,,,,,,Generated 5/19/23 8:29 PM,
2/1/23 - 2/1/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,621.10",$31.91,$0.00,$137.13,$550.00,"$2,340.14",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,109,112,355.8,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,66,1538.22,137.13,0,0.0899095200629426,,1675.35
,Gift Card,21,154.5,0,0,0,,154.5
,Cash,23,444.29,0,0,0,,444.29
,Other,,,,,,,
,Total,110,2137.01,137.13,0,0.0810269439848736,,2274.14
,,,,,,,,
,Credit Types,,,,,,,
,Amex,7,278.94,6.2,0,0.0223624887285843,,285.14
,Discover,1,9.18,1.8,0,0.2,,10.98
,Mastercard,18,317.5,33.86,0,0.106477987421384,,351.36
,Visa,40,932.6,95.27,0,0.103447527010153,,1027.87
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
,,,,,,,Deposit Sales Collected,$66.00
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,39,75,518.5,113.67,404.83,0,
,Breakfast Pastry,54,133,695,197.16,497.84,0,
,Breakfast Sandwiches,13,17,234,30,204,12.24,
,Cakes,2,2,72,0,72,0,
,Catering,,,,,,,
,Coffee Bar,28,36,169.2,3.14,166.06,9.59,
,Cold Drinks,5,7,33.2,9.1,24.1,0,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",18,23,87,2.73,84.27,0,
,Hot Sandwiches,7,11,168,0,168,10.08,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,,,,,,,
,Wholesale,,,,,,,
,Soup,,,,,,,
,White Wine,,,,,,,
,Beer,,,,,,,
,Salads,,,,,,,
,Toasts & Tartines,,,,,,,
,Pizza,,,,,,,
,Red Wine,,,,,,,
,No Category,0,,,,0,0,
,Total,,,1976.9,355.8,1621.1,31.91 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,,,,,,,
,Bar,,,,,,,
,Online Ordering,2,4,27,0,27,0.96,
,No Revenue Center,103,300,1949.9,355.8,1594.1,30.95,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,15,261.75,,,,,
,Future Order,1,66,,,,,
,Takeout,96,1293.35,,,,,
,None,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,31.91,532.06,,,,
,Non Taxable,97,,1089.04,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,6,12,,,,,
,Rebel Bread Club Loaf,23,60.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Birthday Rewards,1,5,,,,,
,Bread Waste,1,34,,,,,
,Pastry Waste,1,176,,,,,
,Reward Dollars,5,29.2,,,,,
,Shift Meal,1,39.1,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,30,$414.50,,,,,
,Lunch,74,"$1,049.15",,,,,
,No Service,8,$157.45,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$10.00,2,2,0.6%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$444.29,,,,,
,Cash Adjustments,,$1.79,,,,,
,Cash before Tipouts,,$446.08,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$137.13,,,,,
,Total Cash,,$446.08,,,,,
