Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 12:27 AM,Unnamed: 8
3/25/23 - 3/25/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,312.68",$10.89,$0.00,$120.29,$200.00,"$2,643.86",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,77,80,684.11,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,40,1209.1,115.69,0,0.09526122936308616,,1324.79
,Gift Card,21,225.5,0,0,0,,225.5
,Cash,11,108.13,0,0,0,,108.13
,Other,1,907.84,0,0,0,,907.84
,Total,73,2450.57,115.69,0,0.0492761277627045,,2566.26
,,,,,,,,
,Credit Types,,,,,,,
,Amex,4,107.85,11.6,0,0.10892018779342723,,119.45
,Discover,1,31.4,3,0,0.08108108108108109,,34.4
,Mastercard,9,315.55,22.72,0,0.07122257053291536,,338.27
,Visa,26,754.3,78.37,0,0.10422235520978788,,832.67
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,907.84,0,0,0,,907.84
,,,,,,,,
,,,,,,,Deposit Sales Collected,$77.60
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,,,,,,,
,Wholesale,1,319,907.84,0,907.84,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,37,148,931,404.6,526.4,0,
,"Cookies, Bars & Tarts",10,25,110,0,110,0,
,Cakes,,,,,,,
,Holiday Menus,,,,,,,
,Hot Sandwiches,3,6,92,0,92,5.52,
,Cold Sandwiches,,,,,,,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,1,1,15,0,15,0,
,Breakfast Sandwiches,8,11,162.5,5.01,157.49,0,
,Cold Drinks,4,8,40,0,40,1.2,
,Catering,,,,,,,
,Coffee Bar,11,14,69.45,0,69.45,4.17,
,Breads,41,92,669,274.5,394.5,0,
,No Category,0,,,,0,0,
,Total,,,2996.79,684.11,2312.68,10.89 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,79,624,2996.79,684.11,2312.68,10.89,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine-In,1,30,,,,,
,Future Orders,7,207.4,,,,,
,Takeout,72,2075.28,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,10.89,181.45,,,,
,Non Taxable,79,,2131.23,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,6,14,,,,,
,Birthday Bread- Rebel Member,1,10,,,,,
,Rebel Bread,21,55.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Birthday Rewards,2,10,,,,,
,Bread Waste,1,180,,,,,
,Comp Check,1,17,,,,,
,Pastry Waste,1,387,,,,,
,Reward Dollars,2,10.61,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,78,"$1,404.84",,,,,
,No Service,2,$907.84,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$108.13,,,,,
,Cash Adjustments,,$0.12,,,,,
,Cash before Tipouts,,$108.25,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$115.69,,,,,
,Total Cash,,$108.25,,,,,
