Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 12:28 AM,Unnamed: 8
3/27/23 - 3/27/23,,,,,,,Common Good @ Night,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,$383.00,$20.88,$0.00,$63.84,$0.00,$467.72,,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,17,13,5,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,10,382.52,63.84,0,0.176353591160221,,446.36
,Gift Card,2,15,0,0,0,,15
,Cash,1,6.36,0,0,0,,6.36
,Other,,,,,,,
,Total,13,403.88,63.84,0,0.1693368700265252,,467.72
,,,,,,,,
,Credit Types,,,,,,,
,Amex,3,120.84,13.52,0,0.11859649122807017,,134.36
,Mastercard,2,108.58,23.25,0,0.22572815533980584,,131.83
,Visa,5,153.1,27.07,0,0.1866896551724138,,180.17
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Three Course Dinner,,,,,,,
,Restaurant Week,,,,,,,
,Breads,3,3,30,5,25,0,
,Desserts,1,1,12,0,12,0.72,
,Grab and Go Bar,,,,,,,
,Cold Drinks,3,3,14,0,14,0.24,
,Coffee Bar,1,2,8,0,8,0.48,
,Zero Proof- Bar,1,1,13,0,13,0.78,
,Entrees,,,,,,,
,Starters,3,3,49,0,49,2.94,
,White Wine,1,1,12,0,12,0.72,
,Red Wine,1,1,20,0,20,1.2,
,Beer,5,5,33,0,33,1.98,
,Spirits,1,1,12,0,12,0.72,
,Salads,3,3,49,0,49,2.94,
,Pasta,2,2,30,0,30,1.8,
,Pizza,4,4,106,0,106,6.36,
,No Category,0,,,,0,0,
,Total,,,388,5,383,20.88 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,1,3,64,0,64,3.84,
,Bar,2,13,162,0,162,9.72,
,Online Ordering,,,,,,,
,No Revenue Center,10,14,162,5,157,7.32,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,11,333,,,,,
,Take Out,2,50,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,MI STATE TAX,,20.88,348,,,,
,Non Taxable,5,,35,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,Rebel Bread,2,5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Happy Hour,0,$0.00,,,,,
,Dinner,13,$383.00,,,,,
,No Service,0,$0.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$6.36,,,,,
,Cash Adjustments,,$0.00,,,,,
,Cash before Tipouts,,$6.36,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$63.84,,,,,
,Total Cash,,$6.36,,,,,
