Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 12:22 AM,Unnamed: 8
3/16/23 - 3/16/23,,,,,,,Common Good @ Night,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,485.94",$86.56,$0.00,$265.50,$108.00,"$1,946.00",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,39,30,179.01,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,26,1544.7,265.5,0,0.17993900372754998,,1810.2
,Gift Card,3,24.5,0,0,0,,24.5
,Cash,8,111.3,0,0,0,,111.3
,Other,,,,,,,
,Total,37,1680.5,265.5,0,0.177,,1946
,,,,,,,,
,Credit Types,,,,,,,
,Amex,4,422.94,83.9,0,0.21027568922305767,,506.84
,Mastercard,9,464.09,72.2,0,0.1611607142857143,,536.29
,Visa,13,657.67,109.4,0,0.17406523468575977,,767.07
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Three Course Dinner,,,,,,,
,Restaurant Week,6,12,360,5.01,354.99,21.3,
,Breads,4,5,48,9.5,38.5,0,
,Desserts,3,3,36,0,36,2.16,
,Grab and Go Bar,,,,,,,
,Cold Drinks,3,4,19,0,19,0.84,
,Coffee Bar,2,2,10.95,0,10.95,0.66,
,Zero Proof- Bar,3,6,62,10,52,3.12,
,Entrees,1,1,29,0,29,1.74,
,Starters,7,11,122,15,107,6.42,
,White Wine,5,7,84,14.4,69.6,4.18,
,Red Wine,4,9,108,36,72,4.32,
,Beer,11,17,111,0,111,6.66,
,Spirits,2,4,60,0,60,3.6,
,Salads,7,9,125,1.2,123.8,7.43,
,Pasta,8,13,216,60,156,9.36,
,Pizza,9,10,274,27.9,246.1,14.77,
,No Category,0,,,,0,0,
,Total,,,1664.95,179.01,1485.94,86.56 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,11,56,859.95,11.51,848.44,50.92,
,Bar,7,39,571,92,479,28.44,
,Online Ordering,,,,,,,
,No Revenue Center,10,18,234,75.5,158.5,7.2,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,29,1478.44,,,,,
,Take Out,1,7.5,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,MI STATE TAX,,86.56,1442.44,,,,
,Non Taxable,8,,43.5,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,1,2,,,,,
,Rebel Bread,3,7.5,,,,,
,Wine Waste,1,36,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,10% Hospice of Michigan,1,4.1,,,,,
,Comp Check,1,92,,,,,
,Reward Dollars,1,5.01,,,,,
,Shift Meal,1,30,,,,,
,Teacher 20%,1,2.4,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Happy Hour,3,$82.55,,,,,
,Dinner,27,"$1,403.39",,,,,
,No Service,0,$0.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$13.00,1,1,0.9%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$111.30,,,,,
,Cash Adjustments,,$69.15,,,,,
,Cash before Tipouts,,$180.45,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$265.50,,,,,
,Total Cash,,$180.45,,,,,
