Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 12:30 AM,Unnamed: 8
3/31/23 - 3/31/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,266.74",$19.47,$0.00,$169.03,$300.00,"$2,755.24",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,99,108,549.51,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,53,1600.77,167.93,0,0.10514682862688624,,1768.7
,Gift Card,31,266.5,0,0,0,,266.5
,Cash,17,182.49,0,0,0,,182.49
,Other,1,521.95,0,0,0,,521.95
,Total,102,2571.71,167.93,0,0.07039466789629226,,2739.64
,,,,,,,,
,Credit Types,,,,,,,
,Amex,7,182.27,28.66,0,0.15878116343490306,,210.93
,Discover,1,6,0.6,0,0.09999999999999999,,6.6
,Mastercard,18,544.06,48.45,0,0.08937465412285556,,592.51
,Visa,27,868.44,90.22,0,0.10388025331030512,,958.66
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,521.95,0,0,0,,521.95
,,,,,,,,
,,,,,,,Paid In Total,$10.50
,,,,,,,,
,,,,,,,Deposit Sales Collected,$26.10
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,5,7,58,7,51,3.06,
,Wholesale,1,249,521.95,0,521.95,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,47,128,802,192.87,609.13,0,
,"Cookies, Bars & Tarts",24,50,251,20.43,230.57,0,
,Cakes,,,,,,,
,Holiday Menus,,,,,,,
,Hot Sandwiches,5,15,226,44,182,10.92,
,Cold Sandwiches,,,,,,,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,8,9,124,15,109,0,
,Cold Drinks,5,6,17.3,9.1,8.2,0.5,
,Catering,,,,,,,
,Coffee Bar,18,18,84.5,1.31,83.19,4.99,
,Breads,56,104,731.5,259.8,471.7,0,
,No Category,0,,,,0,0,
,Total,,,2816.25,549.51,2266.74,19.47 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,106,586,2816.25,549.51,2266.74,19.47,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine-In,1,20,,,,,
,Future Orders,8,286,,,,,
,Takeout,99,1960.74,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,19.47,324.39,,,,
,Non Taxable,103,,1942.35,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,10,24,,,,,
,Rebel Bread,21,66,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Birthday Rewards,1,5,,,,,
,Bread Waste,1,154,,,,,
,Comp Check,1,26,,,,,
,Pastry Waste,1,160,,,,,
,Reward Dollars,3,17.41,,,,,
,Shift Meal,1,94.1,,,,,
,Teachers 20%,1,3,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,104,"$1,737.79",,,,,
,No Service,4,$528.95,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$182.49,,,,,
,Cash Adjustments,,-$0.44,,,,,
,Cash before Tipouts,,$182.05,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$167.93,,,,,
,Total Cash,,$182.05,,,,,
