Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 12:22 AM,Unnamed: 8
3/15/23 - 3/15/23,,,,,,,Common Good @ Night,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,471.79",$144.71,$0.00,$478.05,$0.00,"$3,094.55",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,63,39,220.16,$0.00,$5.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,37,2445.09,478.05,0,0.20284542091317184,-26.5,2896.64
,Gift Card,1,40,0,0,0,,40
,Cash,9,157.91,0,0,0,,157.91
,Other,,,,,,,
,Total,47,2643,478.05,0,0.19968087437115303,-26.5,3094.55
,,,,,,,,
,Credit Types,,,,,,,
,Amex,6,914.4,177.4,0,0.1897326203208556,,1091.8
,Discover,1,15.9,2.7,0,0.18000000000000002,,18.6
,Mastercard,16,512.89,70.41,0,0.15532440782698248,-26.5,556.8
,Visa,14,1001.9,227.54,0,0.24056159937412117,,1229.44
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Three Course Dinner,,,,,,,
,Restaurant Week,4,8,300,0,300,18,
,Breads,5,6,56,0,56,0,
,Desserts,4,5,58,7.56,50.44,3.03,
,Grab and Go Bar,,,,,,,
,Cold Drinks,6,10,49,1.8,47.2,2.53,
,Coffee Bar,1,1,6.45,0,6.45,0.39,
,Zero Proof- Bar,1,1,13,0,13,0.78,
,Entrees,3,7,203,43.5,159.5,9.59,
,Starters,14,41,389,8.3,380.7,22.85,
,White Wine,7,13,224,16.8,207.2,12.44,
,Red Wine,3,3,36,1.2,34.8,2.09,
,Beer,8,17,99,5.4,93.6,5.62,
,Spirits,8,29,445,52.1,392.9,23.58,
,Salads,8,11,159,1.2,157.8,9.47,
,Pasta,8,17,262,10.5,251.5,15.09,
,Pizza,10,15,410.5,64.8,320.7,19.25,
,No Category,1,1,7,7,0,0,
,Total,,,2716.95,220.16,2471.79,144.71 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,9,114,1549.45,118.4,1431.05,85.91,
,Bar,13,44,764,54,710,42.6,
,Online Ordering,5,11,204.5,0,204.5,12.27,
,No Revenue Center,11,16,199,47.76,126.24,5.43,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,31,2218.85,,,,,
,Takeout,5,204.5,,,,,
,Take Out,3,48.44,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,MI STATE TAX,,144.71,2410.79,,,,
,Non Taxable,9,,61,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,Comp Item,5,100,,,,,
,Team Dine-In 20%,3,4.2,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,10% Hospice of Michigan,2,72.4,,,,,
,Reward Dollars,1,7.56,,,,,
,Shift Meal,1,36,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Happy Hour,6,$480.00,,,,,
,Dinner,31,"$1,974.99",,,,,
,No Service,2,$16.80,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$27.00,2,2,1.1%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$157.91,,,,,
,Cash Adjustments,,$45.11,,,,,
,Cash before Tipouts,,$203.02,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$478.05,,,,,
,Total Cash,,$203.02,,,,,
