Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:37 PM,Unnamed: 8
3/5/23 - 3/5/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,141.82",$13.57,$0.00,$118.55,$550.00,"$2,823.94",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,112,119,438.52,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,71,1699.88,118.55,0,0.06827147340839068,,1818.43
,Gift Card,29,252.5,0,0,0,,252.5
,Cash,20,345.57,0,0,0,,345.57
,Other,1,407.44,0,0,0,,407.44
,Total,121,2705.39,118.55,0,0.04947024482659334,,2823.94
,,,,,,,,
,Credit Types,,,,,,,
,Amex,6,170.74,7.4,0,0.04180790960451978,,178.14
,Discover,1,11,2.2,0,0.2,,13.2
,Mastercard,26,614.32,46.11,0,0.07256846081208687,,660.43
,Visa,38,903.82,62.84,0,0.06882427030283118,,966.66
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,407.44,0,0,0,,407.44
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,,,,,,,
,Wholesale,1,94,407.44,0,407.44,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,58,151,785,71.21,713.79,0,
,"Cookies, Bars & Tarts",15,38,116,5.66,110.34,0,
,Cakes,,,,,,,
,Holiday Menus,,,,,,,
,Hot Sandwiches,7,9,138,16,122,7.32,
,Cold Sandwiches,,,,,,,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,9,12,163,12.67,150.33,0,
,Cold Drinks,4,5,26.6,0,26.6,0.45,
,Catering,,,,,,,
,Coffee Bar,15,21,104.3,7.81,96.49,5.8,
,Breads,55,118,840,325.17,514.83,0,
,No Category,0,,,,0,0,
,Total,,,2580.34,438.52,2141.82,13.57 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,116,448,2580.34,438.52,2141.82,13.57,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine-In,1,64,,,,,
,Future Orders,12,257.5,,,,,
,Takeout,106,1820.32,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,13.57,225.99,,,,
,Non Taxable,111,,1915.83,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,8,20,,,,,
,Rebel Bread,23,59,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,10% Munson,1,0.5,,,,,
,Birthday Rewards,2,10,,,,,
,Bread Waste,1,224,,,,,
,Pastry Waste,1,52,,,,,
,Reward Dollars,6,43.02,,,,,
,Shift Meal,1,30,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,117,"$2,132.32",,,,,
,No Service,2,$9.50,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$345.57,,,,,
,Cash Adjustments,,-$0.16,,,,,
,Cash before Tipouts,,$345.41,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$118.55,,,,,
,Total Cash,,$345.41,,,,,
