Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:30 PM,Unnamed: 8
2/24/23 - 2/24/23,,,,,,,Common Good @ Night,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,759.30",$102.56,$0.00,$305.46,$0.00,"$2,167.32",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,41,39,40.7,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,38,1829.37,305.46,0,0.1757031924072476,,2134.83
,Cash,2,32.49,0,0,0,,32.49
,Other,,,,,,,
,Total,40,1861.86,305.46,0,0.1757031924072476,,2167.32
,,,,,,,,
,Credit Types,,,,,,,
,Amex,4,380.54,68.65,0,0.1912256267409471,,449.19
,Discover,3,79.5,15,0,0.2,,94.5
,Mastercard,15,576.89,97.76,0,0.17774545454545457,,674.65
,Visa,16,792.44,124.05,0,0.1644135188866799,,916.49
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Three Course Dinner,,,,,,,
,Restaurant Week,,,,,,,
,Breads,5,5,50,0,50,0,
,Desserts,4,4,48,0,48,2.88,
,Grab and Go Bar,,,,,,,
,Cold Drinks,3,3,14,0,14,0.84,
,Coffee Bar,3,3,9,0,9,0.54,
,Zero Proof- Bar,2,2,26,0,26,1.56,
,Entrees,6,6,174,0,174,10.44,
,Starters,15,26,251,3,248,14.88,
,White Wine,6,7,118,0,118,7.08,
,Red Wine,4,4,102,0,102,6.12,
,Beer,11,23,130,2.2,127.8,7.67,
,Spirits,3,5,69,0,69,4.14,
,Salads,11,12,167,0,167,10.02,
,Pasta,14,17,283,30,253,15.18,
,Pizza,11,13,359,5.5,353.5,21.21,
,No Category,0,,,,0,0,
,Total,,,1800,40.7,1759.3,102.56 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,15,53,741,5.2,735.8,44.15,
,Bar,11,46,553,0,553,31.98,
,Online Ordering,5,12,235,5.5,229.5,13.77,
,No Revenue Center,8,19,271,30,241,12.66,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,32,1423.8,,,,,
,Takeout,5,229.5,,,,,
,Take Out,2,106,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,MI STATE TAX,,102.56,1709.3,,,,
,Non Taxable,6,,50,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Reward Dollars,1,5.5,,,,,
,Shift Meal,1,30,,,,,
,Team 20%,1,5.2,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Happy Hour,9,$341.00,,,,,
,Dinner,29,"$1,412.30",,,,,
,No Service,1,$6.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$32.49,,,,,
,Cash Adjustments,,$23.49,,,,,
,Cash before Tipouts,,$55.98,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$305.46,,,,,
,Total Cash,,$55.98,,,,,
