Sales Summary Export,,,,,,,Generated 5/17/23 8:16 PM,
5/3/23 - 5/3/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,127.25",$65.59,$0.00,$197.39,$270.00,"$2,660.23",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,137,139,299.1,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,76,1673.63,174.84,0,0.103997144896503,,1848.47
,Gift Card,15,127.5,0,0,0,,127.5
,Cash,45,553.93,0,0,0,,553.93
,Other,,,,,,,
,Total,136,2355.06,174.84,0,0.0966661137833803,,2529.9
,,,,,,,,
,Credit Types,,,,,,,
,Amex,5,103.89,21.56,0,0.195555555555556,,125.45
,Discover,1,12,0,0,0,,12
,Mastercard,23,410.09,48.79,0,0.117949957693702,,458.88
,Visa,47,1147.65,104.49,0,0.0912337378852702,,1252.14
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
,,,,,,,Paid In Total,$48.00
,,,,,,,,
,,,,,,,Deposit Sales Collected,$178.33
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,36,66,365.5,41.97,323.53,0,
,Breakfast Pastry,55,105,661,182.52,478.48,0,
,Breakfast Sandwiches,13,15,210,16.71,193.29,11.6,
,Cakes,,,,,,,
,Catering,,,,,,,
,Coffee Bar,42,47,198.85,5.68,193.17,11.58,
,Cold Drinks,21,28,150,6.38,143.62,7.92,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",26,48,229,8.71,220.29,0,
,Hot Sandwiches,18,21,314,4.35,309.65,18.58,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,,,,,,,
,Wholesale,,,,,,,
,Soup,4,4,48,1.63,46.37,2.78,
,White Wine,,,,,,,
,Beer,1,2,14,0,14,0.84,
,Salads,4,6,46,5,41,2.46,
,Toasts & Tartines,8,9,138,26.15,111.85,6.71,
,Pizza,2,2,52,0,52,3.12,
,Red Wine,,,,,,,
,No Category,0,,,,0,0,
,Total,,,2426.35,299.1,2127.25,65.59 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,,,,,,,
,Bar,,,,,,,
,Online Ordering,7,32,309.5,9.65,299.85,14.19,
,No Revenue Center,129,321,2116.85,289.45,1827.4,51.4,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,31,690.49,,,,,
,Future Order,7,299.85,,,,,
,Takeout,101,1136.91,,,,,
,None,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,65.59,1092.95,,,,
,Non Taxable,102,,1034.3,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,3,8,,,,,
,Bring Your Own Cup,1,0.15,,,,,
,Rebel Bread,11,28.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Birthday Rewards,1,5,,,,,
,Pastry Waste,2,147,,,,,
,Reward Dollars,7,48.35,,,,,
,Shift Meal,1,62.1,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,139,"$2,127.25",,,,,
,No Service,0,$0.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$49.30,3,8,2.3%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$553.93,,,,,
,Cash Adjustments,,$83.36,,,,,
,Cash before Tipouts,,$637.29,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$174.84,,,,,
,Total Cash,,$637.29,,,,,
