Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 12:27 AM,Unnamed: 8
3/24/23 - 3/24/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,364.40",$10.29,$0.00,$103.63,$150.00,"$2,628.32",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,111,118,313.45,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,57,1217.53,111.53,0,0.0894063890336286,,1329.06
,Gift Card,34,328.75,0,0,0,,328.75
,Cash,29,417.01,0,0,0,,417.01
,Other,1,746.4,0,0,0,,746.4
,Total,121,2709.69,111.53,0,0.048023596279710645,,2821.22
,,,,,,,,
,Credit Types,,,,,,,
,Amex,5,94.89,10.08,0,0.10666666666666667,,104.97
,Mastercard,24,540.71,55.03,0,0.10005454545454545,,595.74
,Visa,28,581.93,46.42,0,0.07698814163695165,,628.35
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,746.4,0,0,0,,746.4
,,,,,,,,
,,,,,,,Paid In Total,$219.90
,,,,,,,,
,,,,,,,Deposit Sales Collected,$27.00
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,1,1,16,0,16,0.96,
,Wholesale,1,230,746.4,0,746.4,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,54,118,760,97.37,662.63,0,
,"Cookies, Bars & Tarts",16,44,216,8.43,207.57,0,
,Cakes,,,,,,,
,Holiday Menus,,,,,,,
,Hot Sandwiches,4,6,96,5,91,5.46,
,Cold Sandwiches,,,,,,,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,1,1,15,0,15,0,
,Breakfast Sandwiches,3,3,41,4.65,36.35,0,
,Cold Drinks,1,1,5,0,5,0,
,Catering,,,,,,,
,Coffee Bar,12,14,64.45,0,64.45,3.87,
,Breads,54,140,718,198,520,0,
,No Category,0,,,,0,0,
,Total,,,2677.85,313.45,2364.4,10.29 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,117,558,2677.85,313.45,2364.4,10.29,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Future Orders,8,158.04,,,,,
,Takeout,110,2206.36,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,10.29,171.45,,,,
,Non Taxable,112,,2192.95,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,8,20,,,,,
,Rebel Bread,27,79.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Birthday Rewards,1,5,,,,,
,Bread Waste,1,74,,,,,
,Pastry Waste,1,63,,,,,
,Reward Dollars,5,51.95,,,,,
,Shift Meal,1,20,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,116,"$1,592.11",,,,,
,No Service,2,$772.29,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$417.01,,,,,
,Cash Adjustments,,$0.28,,,,,
,Cash before Tipouts,,$417.29,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$111.53,,,,,
,Total Cash,,$417.29,,,,,
