Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:17 PM,Unnamed: 8
2/13/23 - 2/13/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,551.16",$28.31,$0.00,$201.21,$300.00,"$2,080.68",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,103,104,196.44,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,65,1401.32,201.21,0,0.1428338184141407,,1602.53
,Gift Card,19,175,0,0,0,,175
,Cash,24,303.15,0,0,0,,303.15
,Other,,,,,,,
,Total,108,1879.47,201.21,0,0.1270505777609396,,2080.68
,,,,,,,,
,Credit Types,,,,,,,
,Amex,5,115.76,14.2,0,0.12566371681415928,,129.96
,Discover,1,6,1.2,0,0.19999999999999998,,7.2
,Mastercard,23,485.1,77.38,0,0.16027340513670255,,562.48
,Visa,36,794.46,108.43,0,0.13437848556202753,,902.89
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,34,79,445,102.45,342.55,0,
,Breakfast Pastry,51,82,431,21.1,409.9,0,
,Breakfast Sandwiches,10,12,164,28,136,8.16,
,Cakes,1,1,36,0,36,0,
,Catering,,,,,,,
,Coffee Bar,25,33,141.7,5.5,136.2,7.45,
,Cold Drinks,8,10,41.9,0.52,41.38,0,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",28,61,246,8.61,237.39,0,
,Hot Sandwiches,12,16,242,30.26,211.74,12.7,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,,,,,,,
,Wholesale,,,,,,,
,Salads,,,,,,,
,Red Wine,,,,,,,
,White Wine,,,,,,,
,Beer,,,,,,,
,Spirits,,,,,,,
,Pizza,,,,,,,
,Soup,,,,,,,
,Toasts & Tartines,,,,,,,
,No Category,0,,,,0,0,
,Total,,,1747.6,196.44,1551.16,28.31 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,,,,,,,
,Bar,,,,,,,
,Online Ordering,2,4,46,0,46,2.4,
,No Revenue Center,99,290,1701.6,196.44,1505.16,25.91,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,18,340,,,,,
,Takeout,86,1211.16,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,28.31,471.94,,,,
,Non Taxable,87,,1079.22,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,2,4,,,,,
,Big Mistake Discound,5,25,,,,,
,Rebel Bread,17,49,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Birthday Rewards,1,5,,,,,
,Reward Dollars,4,31.54,,,,,
,Shift Meal,1,73,,,,,
,Teachers 20%,2,8.1,,,,,
,Team 20%,1,0.8,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,36,$490.50,,,,,
,Lunch,64,$982.16,,,,,
,No Service,4,$78.50,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$20.00,2,2,1.3%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$303.15,,,,,
,Cash Adjustments,,$37.31,,,,,
,Cash before Tipouts,,$340.46,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$201.21,,,,,
,Total Cash,,$340.46,,,,,
