Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:40 PM,Unnamed: 8
3/11/23 - 3/11/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,856.06",$70.95,$0.00,$325.31,$400.00,"$3,652.32",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,136,138,267.49,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,92,2680.95,331.71,0,0.12548089471952062,,3012.66
,Gift Card,20,164.45,0,0,0,,164.45
,Cash,32,519.4,0,0,0,,519.4
,Other,,,,,,,
,Total,144,3364.8,331.71,0,0.11798244366036877,,3696.51
,,,,,,,,
,Credit Types,,,,,,,
,Amex,11,429.38,67.3,0,0.15995246583481876,,496.68
,Discover,4,74.2,5,0,0.06807351940095302,,79.2
,Mastercard,28,685.35,103.94,0,0.15474170016376357,,789.29
,Visa,49,1492.02,155.47,0,0.10521720887108237,,1647.49
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
,,,,,,,Paid In Total,$39.24
,,,,,,,,
,,,,,,,Deposit Sales Collected,-$4.95
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,41,71,517.5,139.89,377.61,0,
,Breakfast Pastry,65,172,1087,47.72,1039.28,0,
,Breakfast Sandwiches,27,32,445,18.37,426.63,25.6,
,Cakes,1,1,40,0,40,0,
,Catering,,,,,,,
,Coffee Bar,43,55,276.05,9.25,266.8,15.36,
,Cold Drinks,14,21,96,8.2,87.8,4.38,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",22,32,201,9.93,191.07,0,
,Hot Sandwiches,16,27,410,34.13,375.87,22.55,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,,,,,,,
,Wholesale,,,,,,,
,Salads,,,,,,,
,Red Wine,,,,,,,
,White Wine,1,1,12,0,12,0.72,
,Beer,5,7,39,0,39,2.34,
,Spirits,,,,,,,
,Pizza,,,,,,,
,Soup,,,,,,,
,Toasts & Tartines,,,,,,,
,No Category,0,,,,0,0,
,Total,,,3123.55,267.49,2856.06,70.95 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,,,,,,,
,Bar,,,,,,,
,Online Ordering,4,14,112.45,0,112.45,3.45,
,No Revenue Center,130,405,3011.1,267.49,2743.61,67.5,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,41,1048.65,,,,,
,Takeout,97,1807.41,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,70.95,1182.09,,,,
,Non Taxable,109,,1673.97,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,7,18,,,,,
,Big Mistake Discound,1,5,,,,,
,Rebel Bread,19,51,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Bread Waste,1,62,,,,,
,Pastry Waste,1,15,,,,,
,Reward Dollars,6,41.29,,,,,
,Shift Meal,1,75.2,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,46,"$1,075.06",,,,,
,Dinner,8,$95.20,,,,,
,Lunch,73,"$1,500.35",,,,,
,No Service,11,$185.45,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$16.00,1,1,0.6%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$519.40,,,,,
,Cash Adjustments,,$16.83,,,,,
,Cash before Tipouts,,$536.23,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$331.71,,,,,
,Total Cash,,$536.23,,,,,
