Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:21 PM,Unnamed: 8
2/22/23 - 2/22/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,698.20",$6.42,$0.00,$48.13,$400.00,"$2,152.75",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,78,80,410.9,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,37,1153.9,58.93,0,0.05076889941847943,,1212.83
,Gift Card,26,212.47,0,0,0,,212.47
,Cash,14,147.6,0,0,0,,147.6
,Other,1,644.65,0,0,0,,644.65
,Total,78,2158.62,58.93,0,0.02920724605357718,,2217.55
,,,,,,,,
,Credit Types,,,,,,,
,Amex,3,55.42,10.05,0,0.18272727272727274,,65.47
,Mastercard,7,141.88,12.04,0,0.08545067423704754,,153.92
,Visa,27,956.6,36.84,0,0.03818210084469089,,993.44
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,644.65,0,0,0,,644.65
,,,,,,,,
,,,,,,,Paid In Total,$64.80
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,1,1,7,0,7,0,
,Wholesale,1,269,644.65,0,644.65,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,29,97,506,186,320,0,
,"Cookies, Bars & Tarts",10,23,85,3,82,0,
,Cakes,,,,,,,
,Holiday Menus,,,,,,,
,Hot Sandwiches,2,3,48,0,48,1.92,
,Cold Sandwiches,,,,,,,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,9,11,150,0,150,0,
,Cold Drinks,3,3,14.1,0,14.1,0,
,Catering,,,,,,,
,Coffee Bar,14,17,74.95,0,74.95,4.5,
,Breads,42,87,579.4,221.9,357.5,0,
,No Category,0,,,,0,0,
,Total,,,2109.1,410.9,1698.2,6.42 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,76,511,2109.1,410.9,1698.2,6.42,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Future Orders,10,125.5,,,,,
,Takeout,70,1572.7,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,6.42,106.95,,,,
,Non Taxable,72,,1591.25,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,5,12,,,,,
,Rebel Bread,21,55.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Bread Waste,1,141.9,,,,,
,Pastry Waste,1,178,,,,,
,Reward Dollars,2,15.5,,,,,
,Shift Meal,1,5,,,,,
,Veterans 20%,1,3,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,78,"$1,053.55",,,,,
,No Service,2,$644.65,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$147.60,,,,,
,Cash Adjustments,,$0.43,,,,,
,Cash before Tipouts,,$148.03,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$58.93,,,,,
,Total Cash,,$148.03,,,,,
