Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 12:31 AM,Unnamed: 8
4/1/23 - 4/1/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,681.59",$22.34,$0.00,$134.45,$580.00,"$3,418.38",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,110,113,850.7,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,56,1502.4,134.45,0,0.08943716781193249,,1636.85
,Gift Card,31,332,0,0,0,,332
,Cash,27,611.69,0,0,0,,611.69
,Other,1,827.34,0,0,0,,827.34
,Total,115,3273.43,134.45,0,0.05052251060615739,,3407.88
,,,,,,,,
,Credit Types,,,,,,,
,Amex,5,136.56,23.65,0,0.1713768115942029,,160.21
,Mastercard,23,651.99,43.36,0,0.06753473303843997,,695.35
,Visa,28,713.85,67.44,0,0.0932457656412029,,781.29
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,827.34,0,0,0,,827.34
,,,,,,,,
,,,,,,,Deposit Sales Collected,$10.50
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,,,,,,,
,Wholesale,1,334,827.34,0,827.34,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,50,157,988,321.3,666.7,0,
,"Cookies, Bars & Tarts",17,22,116,8,108,0,
,Cakes,,,,,,,
,Holiday Menus,,,,,,,
,Hot Sandwiches,6,12,182,14,168,10.08,
,Cold Sandwiches,,,,,,,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,8,12,168,2.5,165.5,2.55,
,Cold Drinks,8,14,64,10.1,53.9,2.96,
,Catering,,,,,,,
,Coffee Bar,17,24,113.95,1.5,112.45,6.75,
,Breads,61,141,1073,493.3,579.7,0,
,No Category,0,,,,0,0,
,Total,,,3532.29,850.7,2681.59,22.34 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,108,716,3532.29,850.7,2681.59,22.34,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine-In,2,61,,,,,
,Future Orders,10,307.5,,,,,
,Takeout,101,2313.09,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,22.34,371.85,,,,
,Non Taxable,102,,2309.74,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,9,20,,,,,
,Rebel Bread,28,95.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,10% Munson,1,2.4,,,,,
,Birthday Rewards,2,10,,,,,
,Bread Waste,1,362,,,,,
,Pastry Waste,1,292,,,,,
,Reward Dollars,3,27.7,,,,,
,Shift Meal,1,41.1,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,110,"$1,843.75",,,,,
,No Service,3,$837.84,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,1,1,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$611.69,,,,,
,Cash Adjustments,,$0.05,,,,,
,Cash before Tipouts,,$611.74,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$134.45,,,,,
,Total Cash,,$611.74,,,,,
