Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 12:22 AM,Unnamed: 8
3/15/23 - 3/15/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,154.39",$21.16,$0.00,$99.70,$330.00,"$2,605.25",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,109,113,380.94,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,58,1201.39,99.7,0,0.08199889790849352,,1301.09
,Gift Card,30,234.5,0,0,0,,234.5
,Cash,27,441.78,0,0,0,,441.78
,Other,1,532.08,0,0,0,,532.08
,Total,116,2409.75,99.7,0,0.050210764341795805,,2509.45
,,,,,,,,
,Credit Types,,,,,,,
,Amex,4,57.97,6.45,0,0.1116883116883117,,64.42
,Mastercard,24,473.55,40.16,0,0.08474898178825416,,513.71
,Visa,30,669.87,53.09,0,0.07758860065765437,,722.96
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,532.08,0,0,0,,532.08
,,,,,,,,
,,,,,,,Deposit Sales Collected,$95.80
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,1,1,16,0,16,0.96,
,Wholesale,1,216,532.08,0,532.08,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,50,101,632,65.86,566.14,0,
,"Cookies, Bars & Tarts",20,41,200,13.72,186.28,0,
,Cakes,,,,,,,
,Holiday Menus,,,,,,,
,Hot Sandwiches,5,9,140,0,140,8.4,
,Cold Sandwiches,,,,,,,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,9,10,119,0,119,0,
,Cold Drinks,6,6,25.5,5,20.5,1.25,
,Catering,1,1,30,0,30,1.8,
,Coffee Bar,23,30,147.25,1.51,145.74,8.75,
,Breads,48,98,693.5,294.85,398.65,0,
,No Category,0,,,,0,0,
,Total,,,2535.33,380.94,2154.39,21.16 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,110,513,2535.33,380.94,2154.39,21.16,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Future Orders,7,214.25,,,,,
,Takeout,106,1940.14,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,21.16,352.24,,,,
,Non Taxable,101,,1802.15,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,10,20,,,,,
,Rebel Bread,25,70.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,10% Munson,1,1.15,,,,,
,Birthday Rewards,1,5,,,,,
,Bread Waste,1,194,,,,,
,Pastry Waste,1,50,,,,,
,Reward Dollars,2,24.63,,,,,
,Shift Meal,1,12,,,,,
,Teachers 20%,1,2.16,,,,,
,Team 20%,1,1.5,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,109,"$1,622.31",,,,,
,No Service,4,$532.08,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$7.00,1,1,0.3%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$441.78,,,,,
,Cash Adjustments,,-$0.69,,,,,
,Cash before Tipouts,,$441.09,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$99.70,,,,,
,Total Cash,,$441.09,,,,,
