Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 12:25 AM,Unnamed: 8
3/21/23 - 3/21/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,252.15",$13.47,$0.00,$106.62,$460.00,"$2,832.24",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,116,119,584.78,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,57,1191.65,83.82,0,0.0696150492089199,,1275.47
,Gift Card,32,274.5,0,0,0,,274.5
,Cash,25,445.49,0,0,0,,445.49
,Other,1,664.18,0,0,0,,664.18
,Total,115,2575.82,83.82,0,0.03902725202888631,,2659.64
,,,,,,,,
,Credit Types,,,,,,,
,Amex,5,116.66,10.9,0,0.09396551724137932,,127.56
,Discover,2,29,0,0,0,,29
,Mastercard,23,346.8,30.55,0,0.08497913769123783,,377.35
,Visa,27,699.19,42.37,0,0.06056750768351083,,741.56
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,664.18,0,0,0,,664.18
,,,,,,,,
,,,,,,,Deposit Sales Collected,$172.60
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,1,1,7,0,7,0.42,
,Wholesale,1,211,664.18,0,664.18,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,47,92,644,44.2,599.8,0,
,"Cookies, Bars & Tarts",19,28,166,10.51,155.49,0,
,Cakes,,,,,,,
,Holiday Menus,,,,,,,
,Hot Sandwiches,5,6,94,16,78,4.68,
,Cold Sandwiches,,,,,,,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,9,10,126,5,121,0,
,Cold Drinks,5,5,22.3,0,22.3,1.35,
,Catering,1,1,30,0,30,1.8,
,Coffee Bar,18,20,86.95,0,86.95,5.22,
,Breads,50,137,996.5,509.07,487.43,0,
,No Category,0,,,,0,0,
,Total,,,2836.93,584.78,2252.15,13.47 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,115,511,2836.93,584.78,2252.15,13.47,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine-In,1,45,,,,,
,Future Orders,11,271.02,,,,,
,Takeout,107,1936.13,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,13.47,224.25,,,,
,Non Taxable,107,,2027.9,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,8,16,,,,,
,Rebel Bread,24,73.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Active Service 20%,1,1.2,,,,,
,Birthday Rewards,2,10,,,,,
,Bread Waste,1,399,,,,,
,Comp Check,1,39,,,,,
,Pastry Waste,1,30,,,,,
,Reward Dollars,2,16.08,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,118,"$1,587.97",,,,,
,No Service,1,$664.18,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$7.00,1,1,0.3%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$445.49,,,,,
,Cash Adjustments,,-$2.67,,,,,
,Cash before Tipouts,,$442.82,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$83.82,,,,,
,Total Cash,,$442.82,,,,,
