Sales Summary Export,,,,,,,Generated 5/19/23 8:29 PM,
1/31/23 - 1/31/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,923.88",$8.62,$0.00,$79.67,$500.00,"$2,512.17",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,100,103,299.71,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,52,1354.99,79.67,0,0.0581384317874996,,1434.66
,Gift Card,25,205.5,0,0,0,,205.5
,Cash,23,299.27,0,0,0,,299.27
,Other,1,580.74,0,0,0,,580.74
,Total,101,2440.5,79.67,0,0.0369425806481529,,2520.17
,,,,,,,,
,Credit Types,,,,,,,
,Amex,5,85.48,10.05,0,0.118235294117647,,95.53
,Discover,1,1,1.2,0,0.2,,2.2
,Mastercard,19,454.57,36.53,0,0.0793440486533449,,491.1
,Visa,27,813.94,31.89,0,0.0389401062335918,,845.83
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,580.74,0,0,0,,580.74
,,,,,,,,
,,,,,,,Paid In Total,$8.00
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,1,2,14,0,14,0,
,Wholesale,1,330,580.74,0,580.74,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,41,98,511,26.72,484.28,0,
,"Cookies, Bars & Tarts",24,56,238,11.25,226.75,0,
,Cakes,,,,,,,
,Holiday Menus,,,,,,,
,Hot Sandwiches,3,5,80,0,80,2.88,
,Cold Sandwiches,,,,,,,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,4,5,70,16,54,0,
,Cold Drinks,2,2,8.2,0,8.2,0,
,Catering,,,,,,,
,Coffee Bar,18,22,97.15,1.64,95.51,5.74,
,Breads,41,103,624.5,244.1,380.4,0,
,No Category,0,,,,0,0,
,Total,,,2223.59,299.71,1923.88,8.62 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,98,623,2223.59,299.71,1923.88,8.62,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Future Orders,11,232.25,,,,,
,Takeout,92,1691.63,,,,,
,None,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,8.62,143.51,,,,
,Non Taxable,97,,1780.37,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,10,22,,,,,
,Rebel Bread,20,58.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,10% Hospice of Michigan,1,1.6,,,,,
,Birthday Rewards,2,10,,,,,
,Bread Waste,1,147,,,,,
,Pastry Waste,1,6,,,,,
,Reward Dollars,4,41.81,,,,,
,Team 20%,1,2.4,,,,,
,Veterans 20%,1,10.4,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,99,"$1,325.64",,,,,
,No Service,4,$598.24,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$4.00,1,1,0.2%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$299.27,,,,,
,Cash Adjustments,,-$0.30,,,,,
,Cash before Tipouts,,$298.97,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$79.67,,,,,
,Total Cash,,$298.97,,,,,
