Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:38 PM,Unnamed: 8
3/6/23 - 3/6/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,425.15",$40.81,$0.00,$167.17,$100.00,"$1,733.13",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,100,101,65.5,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,69,1326.85,195.17,0,0.15109545560114576,,1522.02
,Gift Card,12,90.71,0,0,0,,90.71
,Cash,24,294.64,0,0,0,,294.64
,Other,,,,,,,
,Total,105,1712.2,195.17,0,0.1412024309072493,,1907.37
,,,,,,,,
,Credit Types,,,,,,,
,Amex,6,131.7,17.1,0,0.13348946135831383,,148.8
,Mastercard,29,595.53,94.81,0,0.1627918956043956,,690.34
,Visa,34,599.62,83.26,0,0.14325533379215416,,682.88
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
,,,,,,,Paid In Total,$174.24
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,28,48,283.5,37,246.5,0,
,Breakfast Pastry,49,74,387,6,381,0,
,Breakfast Sandwiches,11,15,205,14,191,11.46,
,Cakes,,,,,,,
,Catering,,,,,,,
,Coffee Bar,36,44,196.65,1.5,195.15,11.71,
,Cold Drinks,8,11,50.5,0,50.5,0,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",15,20,74,7,67,0,
,Hot Sandwiches,14,18,282,0,282,16.92,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,,,,,,,
,Wholesale,,,,,,,
,Salads,,,,,,,
,Red Wine,1,1,12,0,12,0.72,
,White Wine,,,,,,,
,Beer,,,,,,,
,Spirits,,,,,,,
,Pizza,,,,,,,
,Soup,,,,,,,
,Toasts & Tartines,,,,,,,
,No Category,0,,,,0,0,
,Total,,,1490.65,65.5,1425.15,40.81 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,,,,,,,
,Bar,,,,,,,
,Online Ordering,2,5,27.45,0,27.45,0.57,
,No Revenue Center,98,226,1463.2,65.5,1397.7,40.24,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,28,548.1,,,,,
,Takeout,73,877.05,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,40.81,680.15,,,,
,Non Taxable,79,,745,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,2,4,,,,,
,Rebel Bread,9,23,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Shift Meal,1,36,,,,,
,Teachers 20%,1,2.5,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,24,$336.90,,,,,
,Dinner,5,$48.00,,,,,
,Lunch,60,$892.25,,,,,
,No Service,12,$148.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$294.64,,,,,
,Cash Adjustments,,$1.19,,,,,
,Cash before Tipouts,,$295.83,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$195.17,,,,,
,Total Cash,,$295.83,,,,,
