Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 12:29 AM,Unnamed: 8
3/28/23 - 3/28/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,769.52",$10.42,$0.00,$100.12,$250.00,"$2,130.06",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,85,90,862.88,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,49,1103.72,100.12,0,0.08981224826645856,,1203.84
,Gift Card,25,215.78,0,0,0,,215.78
,Cash,13,94.09,0,0,0,,94.09
,Other,1,568.35,0,0,0,,568.35
,Total,88,1981.94,100.12,0,0.052725261993785875,,2082.06
,,,,,,,,
,Credit Types,,,,,,,
,Amex,2,41.01,5.18,0,0.12790123456790123,,46.19
,Discover,1,39.07,7.53,0,0.2,,46.6
,Mastercard,18,333.27,25.86,0,0.07388149248614365,,359.13
,Visa,28,690.37,61.55,0,0.08964462569181474,,751.92
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,568.35,0,0,0,,568.35
,,,,,,,,
,,,,,,,Deposit Sales Collected,$48.00
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,1,1,16,16,0,0,
,Wholesale,1,185,568.35,0,568.35,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,40,105,659,246.95,412.05,0,
,"Cookies, Bars & Tarts",15,27,120,31.8,88.2,0,
,Cakes,1,1,48,0,48,0,
,Holiday Menus,,,,,,,
,Hot Sandwiches,4,4,64,16,48,2.88,
,Cold Sandwiches,,,,,,,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,6,7,102,3.59,98.41,0,
,Cold Drinks,5,7,29.6,2.54,27.06,1.63,
,Catering,,,,,,,
,Coffee Bar,14,19,98.45,0,98.45,5.91,
,Breads,40,120,927,546,381,0,
,No Category,0,,,,0,0,
,Total,,,2632.4,862.88,1769.52,10.42 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,88,476,2632.4,862.88,1769.52,10.42,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Future Orders,4,83.73,,,,,
,Takeout,86,1685.79,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,10.42,173.51,,,,
,Non Taxable,83,,1596.01,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,5,10,,,,,
,Rebel Bread,24,67,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Bread Waste,1,469,,,,,
,Pastry Waste,1,245,,,,,
,Reward Dollars,3,18.48,,,,,
,Shift Meal,1,50,,,,,
,Team 20%,2,3.4,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,89,"$1,201.17",,,,,
,No Service,1,$568.35,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$94.09,,,,,
,Cash Adjustments,,$0.08,,,,,
,Cash before Tipouts,,$94.17,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$100.12,,,,,
,Total Cash,,$94.17,,,,,
