Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:39 PM,Unnamed: 8
3/9/23 - 3/9/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,002.31",$44.27,$0.00,$215.28,$100.00,"$2,361.86",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,119,122,279.34,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,73,1618.55,215.28,0,0.13397641347978967,,1833.83
,Gift Card,14,126,0,0,0,,126
,Cash,29,402.03,0,0,0,,402.03
,Other,,,,,,,
,Total,116,2146.58,215.28,0,0.12423464235219436,,2361.86
,,,,,,,,
,Credit Types,,,,,,,
,Amex,7,258.99,28.13,0,0.1075717017208413,,287.12
,Discover,1,43.74,5,0,0.11904761904761904,,48.74
,Mastercard,25,391.55,51.43,0,0.1319225343080672,,442.98
,Visa,40,924.27,130.72,0,0.14309797482211276,,1054.99
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,38,57,412,50.45,361.55,0,
,Breakfast Pastry,63,124,782,167.07,614.93,0,
,Breakfast Sandwiches,14,16,220,8.2,211.8,12.71,
,Cakes,1,1,48,0,48,0,
,Catering,,,,,,,
,Coffee Bar,30,38,170.25,1.98,168.27,10.08,
,Cold Drinks,9,10,46.4,13.91,32.49,0,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",23,45,213,5.73,207.27,0,
,Hot Sandwiches,13,24,366,32,334,20.04,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,,,,,,,
,Wholesale,,,,,,,
,Salads,,,,,,,
,Red Wine,,,,,,,
,White Wine,,,,,,,
,Beer,2,4,24,0,24,1.44,
,Spirits,,,,,,,
,Pizza,,,,,,,
,Soup,,,,,,,
,Toasts & Tartines,,,,,,,
,No Category,0,,,,0,0,
,Total,,,2281.65,279.34,2002.31,44.27 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,,,,,,,
,Bar,,,,,,,
,Online Ordering,4,15,235,8.2,226.8,9.41,
,No Revenue Center,113,304,2046.65,271.14,1775.51,34.86,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,21,434.25,,,,,
,Takeout,101,1568.06,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,44.27,738.07,,,,
,Non Taxable,101,,1264.24,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,5,12,,,,,
,Rebel Bread,12,35,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Birthday Rewards,1,5,,,,,
,Pastry Waste,1,126,,,,,
,Reward Dollars,5,32.14,,,,,
,Shift Meal,2,69.2,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,45,$790.75,,,,,
,Dinner,6,$67.00,,,,,
,Lunch,62,"$1,031.45",,,,,
,No Service,9,$113.11,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$65.00,4,5,3.2%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$402.03,,,,,
,Cash Adjustments,,$1.90,,,,,
,Cash before Tipouts,,$403.93,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$215.28,,,,,
,Total Cash,,$403.93,,,,,
