Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 11:38 PM,Unnamed: 8
4/6/23 - 4/6/23,,,,,,,Common Good @ Night,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,207.52",$72.44,$0.00,$244.65,$0.00,"$1,524.61",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,34,26,69.98,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,23,1107.18,244.65,0,0.2239359267734554,,1351.83
,Cash,3,172.78,0,0,0,,172.78
,Other,,,,,,,
,Total,26,1279.96,244.65,0,0.2239359267734554,,1524.61
,,,,,,,,
,Credit Types,,,,,,,
,Amex,2,91.69,15,0,0.17341040462427745,,106.69
,Mastercard,12,595.62,133.65,0,0.22386934673366835,,729.27
,Visa,9,419.87,96,0,0.23471882640586797,,515.87
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Three Course Dinner,,,,,,,
,Restaurant Week,1,1,25,0,25,1.5,
,Breads,,,,,,,
,Desserts,1,1,12,0,12,0.72,
,Grab and Go Bar,,,,,,,
,Cold Drinks,1,1,4,0,4,0.24,
,Coffee Bar,2,2,9.5,0,9.5,0.57,
,Zero Proof- Bar,2,3,15,0,15,0.9,
,Entrees,2,2,58,2.96,55.04,3.3,
,Starters,7,7,82,0,82,4.92,
,White Wine,3,5,60,0,60,3.6,
,Red Wine,3,5,60,0,60,3.6,
,Beer,8,11,67,0,67,4.02,
,Spirits,4,12,183,0,183,10.98,
,Salads,6,6,84,4.09,79.91,4.79,
,Pasta,11,19,369,24.25,344.75,20.68,
,Pizza,8,9,249,38.68,210.32,12.62,
,No Category,0,,,,0,0,
,Total,,,1277.5,69.98,1207.52,72.44 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,6,26,392.5,0,392.5,23.55,
,Bar,9,38,542,22,520,31.2,
,Online Ordering,4,10,221,19.54,201.46,12.08,
,No Revenue Center,6,10,122,28.44,93.56,5.61,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,18,932.5,,,,,
,Takeout,8,275.02,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,MI STATE TAX,,72.44,1207.52,,,,
,Non Taxable,1,,0,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,Comp Item,1,22,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Reward Dollars,3,47.98,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Happy Hour,7,$228.10,,,,,
,Dinner,19,$979.42,,,,,
,No Service,0,$0.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$7.00,1,1,0.6%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$172.78,,,,,
,Cash Adjustments,,$0.21,,,,,
,Cash before Tipouts,,$172.99,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$244.65,,,,,
,Total Cash,,$172.99,,,,,
