Sales Summary Export,,,,,,,Generated 5/19/23 8:27 PM,
1/27/23 - 1/27/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,043.90",$40.18,$0.00,$250.67,$538.50,"$2,873.25",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,129,131,307.2,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,78,1987.72,244.17,0,0.124650939591491,,2231.89
,Gift Card,17,123,0,0,0,,123
,Cash,34,405.35,0,0,0,,405.35
,Other,1,88.5,0,0,0,,88.5
,Total,130,2604.57,244.17,0,0.112417127071823,,2848.74
,,,,,,,,
,Credit Types,,,,,,,
,Amex,9,208.81,27.05,0,0.131566147859922,,235.86
,Discover,1,16.89,0,0,0,,16.89
,Mastercard,26,684.86,93.96,0,0.140406455469217,,778.82
,Visa,42,1077.16,123.16,0,0.115369123115978,,1200.32
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Check,1,88.5,0,0,0,,88.5
,,,,,,,,
,,,,,,,Paid In Total,$11.50
,,,,,,,,
,,,,,,,Deposit Sales Collected,$36.01
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,50,84,449.5,45.61,403.89,0,
,Breakfast Pastry,66,158,817,144.69,672.31,0,
,Breakfast Sandwiches,9,13,186,62.2,123.8,7.43,
,Cakes,,,,,,,
,Catering,,,,,,,
,Coffee Bar,38,45,192,0,192,11.51,
,Cold Drinks,7,7,29.6,4.1,25.5,0,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",28,71,270,3.6,266.4,0,
,Hot Sandwiches,15,25,381,47,334,20.04,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,1,1,20,0,20,1.2,
,Wholesale,,,,,,,
,Soup,,,,,,,
,White Wine,,,,,,,
,Beer,,,,,,,
,Salads,,,,,,,
,Toasts & Tartines,,,,,,,
,Pizza,,,,,,,
,Red Wine,,,,,,,
,No Category,1,2,6,0,6,0,
,Total,,,2351.1,307.2,2043.9,40.18 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,,,,,,,
,Bar,,,,,,,
,Online Ordering,3,12,55.5,22,33.5,0.51,
,No Revenue Center,124,394,2295.6,285.2,2010.4,39.67,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,28,611.55,,,,,
,Takeout,103,1432.35,,,,,
,None,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,40.18,669.8,,,,
,Non Taxable,115,,1374.1,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,8,16,,,,,
,Rebel Bread Club Loaf,8,20,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Munson- 10%,1,0.6,,,,,
,Pastry Waste,1,143,,,,,
,Reward Dollars,2,27.5,,,,,
,Shift Meal,2,98.1,,,,,
,Team- 20%,2,2,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,43,$704.60,,,,,
,Dinner,2,$20.00,,,,,
,Lunch,79,"$1,173.80",,,,,
,No Service,7,$145.50,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$5.00,1,1,0.2%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$405.35,,,,,
,Cash Adjustments,,-$1.17,,,,,
,Cash before Tipouts,,$404.18,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$244.17,,,,,
,Total Cash,,$404.18,,,,,
