Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 12:24 AM,Unnamed: 8
3/20/23 - 3/20/23,,,,,,,Common Good @ Night,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,$859.15,$50.11,$0.00,$162.96,$0.00,"$1,072.22",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,24,21,24.85,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,18,1007.84,162.96,0,0.16939708939708942,-42.4,1128.4
,Cash,3,33.92,0,0,0,,33.92
,Other,,,,,,,
,Total,21,1041.76,162.96,0,0.16939708939708942,-42.4,1162.32
,,,,,,,,
,Credit Types,,,,,,,
,Amex,2,205.64,20,0,0.10309278350515463,-42.4,183.24
,Mastercard,5,356.16,61.28,0,0.1823809523809524,,417.44
,Visa,11,446.04,81.68,0,0.1890740740740741,,527.72
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
,,,,,,,Paid In Total,$90.10
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Three Course Dinner,,,,,,,
,Restaurant Week,,,,,,,
,Breads,2,2,14,0,14,0,
,Desserts,1,1,12,0,12,0.72,
,Grab and Go Bar,,,,,,,
,Cold Drinks,2,5,25,0,25,0.9,
,Coffee Bar,1,2,11,0,11,0.66,
,Zero Proof- Bar,,,,,,,
,Entrees,1,2,58,0,58,3.48,
,Starters,4,6,59,0,44,2.64,
,White Wine,2,2,24,0,24,1.44,
,Red Wine,3,4,56,0,56,3.36,
,Beer,7,14,91,0,91,5.46,
,Spirits,1,1,15,0,15,0.9,
,Salads,7,7,105,0,105,6.3,
,Pasta,6,6,111,15,96,5.76,
,Pizza,10,13,343,9.85,308.15,18.49,
,No Category,0,,,,0,0,
,Total,,,924,24.85,859.15,50.11 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,6,24,315,0,275,18.3,
,Bar,4,20,305,0,305,18.3,
,Online Ordering,4,10,228,9.85,218.15,13.09,
,No Revenue Center,7,11,76,15,61,2.82,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,17,641,,,,,
,Takeout,4,218.15,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,MI STATE TAX,,50.11,835.15,,,,
,Non Taxable,4,,24,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Reward Dollars,1,9.85,,,,,
,Shift Meal,1,15,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Happy Hour,3,$109.00,,,,,
,Dinner,18,$750.15,,,,,
,No Service,0,$0.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$33.92,,,,,
,Cash Adjustments,,$27.56,,,,,
,Cash before Tipouts,,$61.48,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$162.96,,,,,
,Total Cash,,$61.48,,,,,
