Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 11:38 PM,Unnamed: 8
4/4/23 - 4/4/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,851.27",$12.69,$0.00,$97.72,$275.00,"$2,236.68",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,94,98,638.03,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,47,1183.44,110.26,0,0.08939154404313106,,1293.7
,Gift Card,33,280.5,0,0,0,,280.5
,Cash,17,180.03,0,0,0,,180.03
,Other,2,574.35,0,0,0,,574.35
,Total,99,2218.32,110.26,0,0.05279892735718048,,2328.58
,,,,,,,,
,Credit Types,,,,,,,
,Amex,1,17.24,3.4,0,0.19999999999999998,,20.64
,Discover,1,32.92,4,0,0.12403100775193798,,36.92
,Mastercard,15,302.46,31.5,0,0.09819201995012468,,333.96
,Visa,30,830.82,71.36,0,0.08264998841788279,,902.18
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Check,1,25,0,0,0,,25
,Wholesale Close Out,1,549.35,0,0,0,,549.35
,,,,,,,,
,,,,,,,Paid In Total,$144.90
,,,,,,,,
,,,,,,,Deposit Sales Collected,$53.00
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,,,,,,,
,Wholesale,1,183,549.35,0,549.35,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,35,98,615,166.97,448.03,0,
,"Cookies, Bars & Tarts",13,21,102,16,86,0,
,Cakes,1,1,48,0,48,0,
,Holiday Menus,,,,,,,
,Hot Sandwiches,7,8,120,15.4,104.6,6.28,
,Cold Sandwiches,,,,,,,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,8,8,119,28.82,90.18,0.9,
,Cold Drinks,9,10,43.7,4.51,39.19,1.77,
,Catering,,,,,,,
,Coffee Bar,14,16,72.25,9.83,62.42,3.74,
,Breads,49,112,820,396.5,423.5,0,
,No Category,0,,,,0,0,
,Total,,,2489.3,638.03,1851.27,12.69 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,94,457,2489.3,638.03,1851.27,12.69,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine-In,2,42.2,,,,,
,Future Orders,6,132.55,,,,,
,Takeout,90,1676.52,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,12.69,211.21,,,,
,Non Taxable,89,,1640.06,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,6,18,,,,,
,Comp Item,6,43.1,,,,,
,Rebel Bread,27,69.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,10% Hospice of Michigan,1,1.81,,,,,
,Bread Waste,1,296,,,,,
,Pastry Waste,1,123,,,,,
,Reward Dollars,7,84.02,,,,,
,Teachers 20%,1,2.6,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,96,"$1,301.92",,,,,
,No Service,2,$549.35,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$180.03,,,,,
,Cash Adjustments,,$0.27,,,,,
,Cash before Tipouts,,$180.30,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$110.26,,,,,
,Total Cash,,$180.30,,,,,
