Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 12:28 AM,Unnamed: 8
3/26/23 - 3/26/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,287.47",$34.72,$0.00,$126.76,$400.00,"$1,848.95",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,79,81,393.83,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,59,1399.2,126.76,0,0.09075028636884308,,1525.96
,Gift Card,14,157.44,0,0,0,,157.44
,Cash,8,185.27,0,0,0,,185.27
,Other,,,,,,,
,Total,81,1741.91,126.76,0,0.08163317877382793,,1868.67
,,,,,,,,
,Credit Types,,,,,,,
,Amex,6,84.12,4,0,0.04519774011299435,,88.12
,Discover,3,68.75,7.1,0,0.10676691729323308,,75.85
,Mastercard,23,369.52,46.8,0,0.1262135922330097,,416.32
,Visa,27,876.81,68.86,0,0.07905855338691159,,945.67
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
,,,,,,,Deposit Sales Collected,-$19.72
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,25,51,353,109.85,243.15,0,
,Breakfast Pastry,33,95,603,243.24,359.76,0,
,Breakfast Sandwiches,10,14,199,0,199,11.94,
,Cakes,,,,,,,
,Catering,,,,,,,
,Coffee Bar,28,43,209.9,9.42,200.48,11.66,
,Cold Drinks,6,7,31.4,8.24,23.16,1.4,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",16,26,123,23.08,99.92,0,
,Hot Sandwiches,6,10,148,0,148,8.88,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,,,,,,,
,Wholesale,,,,,,,
,Salads,,,,,,,
,Red Wine,,,,,,,
,White Wine,,,,,,,
,Beer,2,2,14,0,14,0.84,
,Spirits,,,,,,,
,Pizza,,,,,,,
,Soup,,,,,,,
,Toasts & Tartines,,,,,,,
,No Category,0,,,,0,0,
,Total,,,1681.3,393.83,1287.47,34.72 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,,,,,,,
,Bar,,,,,,,
,Online Ordering,4,9,78,0,78,0.84,
,No Revenue Center,74,239,1603.3,393.83,1209.47,33.88,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,34,635.09,,,,,
,Takeout,47,652.38,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,34.72,578.64,,,,
,Non Taxable,62,,708.83,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,4,12,,,,,
,Rebel Bread,11,32,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Bread Waste,1,40,,,,,
,Pastry Waste,1,238,,,,,
,Reward Dollars,4,31.03,,,,,
,Shift Meal,1,40,,,,,
,Team 20%,1,0.8,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,28,$526.40,,,,,
,Dinner,1,$0.00,,,,,
,Lunch,51,$761.07,,,,,
,No Service,1,$0.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$185.27,,,,,
,Cash Adjustments,,$0.96,,,,,
,Cash before Tipouts,,$186.23,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$126.76,,,,,
,Total Cash,,$186.23,,,,,
