Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 12:24 AM,Unnamed: 8
3/19/23 - 3/19/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,993.80",$53.88,$0.00,$238.56,$40.00,"$2,326.24",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,103,103,207.9,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,72,1715.55,238.56,0,0.14123832190685945,,1954.11
,Gift Card,12,113.5,0,0,0,,113.5
,Cash,15,258.63,0,0,0,,258.63
,Other,,,,,,,
,Total,99,2087.68,238.56,0,0.1323451091780579,,2326.24
,,,,,,,,
,Credit Types,,,,,,,
,Amex,8,169.95,27.87,0,0.16870460048426153,,197.82
,Discover,2,86.56,5,0,0.058823529411764705,,91.56
,Mastercard,35,746.44,108.34,0,0.14578287313633673,,854.78
,Visa,27,712.6,97.35,0,0.13993100474342388,,809.95
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,34,49,328.5,40.01,288.49,0,
,Breakfast Pastry,49,111,702,125.87,576.13,0,
,Breakfast Sandwiches,20,30,415,31,384,23.04,
,Cakes,1,1,40,0,40,0,
,Catering,,,,,,,
,Coffee Bar,33,41,201.7,0,201.7,11.37,
,Cold Drinks,14,18,85.5,1,84.5,3.87,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",23,35,169,10.02,158.98,0,
,Hot Sandwiches,11,17,260,0,260,15.6,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,,,,,,,
,Wholesale,,,,,,,
,Salads,,,,,,,
,Red Wine,,,,,,,
,White Wine,,,,,,,
,Beer,,,,,,,
,Spirits,,,,,,,
,Pizza,,,,,,,
,Soup,,,,,,,
,Toasts & Tartines,,,,,,,
,No Category,0,,,,0,0,
,Total,,,2201.7,207.9,1993.8,53.88 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,,,,,,,
,Bar,,,,,,,
,Online Ordering,9,30,258.45,16,242.45,8.79,
,No Revenue Center,91,272,1943.25,191.9,1751.35,45.09,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,35,917.3,,,,,
,Takeout,68,1076.5,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,53.88,898.2,,,,
,Non Taxable,85,,1095.6,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,1,2,,,,,
,Rebel Bread,10,26,,,,,
,Team Dining - Off Shift,2,2.4,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Pastry Waste,1,109,,,,,
,Reward Dollars,3,33.5,,,,,
,Shift Meal,1,35,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,34,$765.95,,,,,
,Dinner,4,$71.00,,,,,
,Lunch,57,"$1,010.80",,,,,
,No Service,8,$146.05,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$33.00,2,4,1.7%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$258.63,,,,,
,Cash Adjustments,,$167.41,,,,,
,Cash before Tipouts,,$426.04,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$238.56,,,,,
,Total Cash,,$426.04,,,,,
