Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 12:23 AM,Unnamed: 8
3/18/23 - 3/18/23,,,,,,,Common Good @ Night,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,284.50",$74.34,$0.00,$224.39,$0.00,"$1,583.23",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,36,33,79.5,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,29,1344.16,222.79,0,0.1754251968503937,,1566.95
,Gift Card,2,11.5,1.6,0,0.1391304347826087,,13.1
,Cash,1,3.18,0,0,0,,3.18
,Other,,,,,,,
,Total,32,1358.84,224.39,0,0.1750994927818962,,1583.23
,,,,,,,,
,Credit Types,,,,,,,
,Amex,5,274,33.95,0,0.1310810810810811,,307.95
,Discover,2,102.29,19.3,0,0.2,,121.59
,Mastercard,6,227.37,42.6,0,0.1986013986013986,,269.97
,Visa,16,740.5,126.94,0,0.18134285714285714,,867.44
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Three Course Dinner,,,,,,,
,Restaurant Week,,,,,,,
,Breads,4,5,37,6.5,30.5,0,
,Desserts,,,,,,,
,Grab and Go Bar,,,,,,,
,Cold Drinks,3,7,32,0,32,1.02,
,Coffee Bar,2,2,7.5,0,7.5,0.45,
,Zero Proof- Bar,2,2,26,0,26,1.56,
,Entrees,1,1,29,0,29,1.74,
,Starters,8,10,99,0,99,5.94,
,White Wine,2,6,72,48,24,1.44,
,Red Wine,3,5,84,0,84,5.04,
,Beer,10,17,110,0,110,6.6,
,Spirits,5,7,106,0,106,6.36,
,Salads,5,6,85,0,85,5.1,
,Pasta,6,12,229,0,229,13.74,
,Pizza,15,16,447.5,25,422.5,25.35,
,No Category,0,,,,0,0,
,Total,,,1364,79.5,1284.5,74.34 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,10,48,736,0,736,44.16,
,Bar,10,29,350,0,350,20.1,
,Online Ordering,2,2,58,0,58,3.48,
,No Revenue Center,11,17,220,79.5,140.5,6.6,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,28,1133.5,,,,,
,Takeout,2,58,,,,,
,Take Out,3,93,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,MI STATE TAX,,74.34,1239,,,,
,Non Taxable,7,,45.5,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,2,4,,,,,
,Rebel Bread,1,2.5,,,,,
,Wine Waste,1,48,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Shift Meal,1,25,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Happy Hour,6,$190.50,,,,,
,Dinner,25,"$1,062.00",,,,,
,No Service,2,$32.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$24.00,1,2,1.9%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$3.18,,,,,
,Cash Adjustments,,$0.00,,,,,
,Cash before Tipouts,,$3.18,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$224.39,,,,,
,Total Cash,,$3.18,,,,,
