Sales Summary Export,,,,,,,Generated 5/19/23 8:30 PM,
2/4/23 - 2/4/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,623.63",$76.43,$0.00,$292.22,$225.00,"$3,217.28",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,131,133,404.77,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,101,2454.81,292.22,0,0.120595093163857,,2747.03
,Gift Card,12,82,0,0,0,,82
,Cash,20,310.25,0,0,0,,310.25
,Other,,,,,,,
,Total,133,2847.06,292.22,0,0.116647705726204,,3139.28
,,,,,,,,
,Credit Types,,,,,,,
,Amex,5,150.26,14.75,0,0.101027397260274,,165.01
,Discover,3,65.92,10.5,0,0.1640625,,76.42
,Mastercard,32,907.04,83.3,0,0.0932080116370147,,990.34
,Visa,61,1331.59,183.67,0,0.139201940202357,,1515.26
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
,,,,,,,Deposit Sales Collected,$78.00
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,37,54,388.5,56,332.5,0,
,Breakfast Pastry,65,182,944,285.19,658.81,0,
,Breakfast Sandwiches,31,43,593,33.16,559.84,33.59,
,Cakes,,,,,,,
,Catering,,,,,,,
,Coffee Bar,50,70,351.3,8.42,342.88,20.22,
,Cold Drinks,13,14,64.6,0,64.6,0,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",29,73,294,6,288,0,
,Hot Sandwiches,19,26,393,16,377,22.62,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,,,,,,,
,Wholesale,,,,,,,
,Soup,,,,,,,
,White Wine,,,,,,,
,Beer,,,,,,,
,Salads,,,,,,,
,Toasts & Tartines,,,,,,,
,Pizza,,,,,,,
,Red Wine,,,,,,,
,No Category,0,,,,0,0,
,Total,,,3028.4,404.77,2623.63,76.43 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,,,,,,,
,Bar,,,,,,,
,Online Ordering,6,24,182.5,12.36,170.14,6.39,
,No Revenue Center,127,438,2845.9,392.41,2453.49,70.04,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,48,1199.39,,,,,
,Future Order,1,78,,,,,
,Takeout,84,1346.24,,,,,
,None,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,76.43,1273.72,,,,
,Non Taxable,109,,1349.91,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,11,22,,,,,
,Rebel Bread Club Loaf,8,20,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Active Service,1,4,,,,,
,Pastry Waste,1,228,,,,,
,Reward Dollars,3,37.77,,,,,
,Shift Meal,1,93,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,48,$997.59,,,,,
,Dinner,2,$13.00,,,,,
,Lunch,79,"$1,559.04",,,,,
,No Service,4,$54.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$14.00,1,2,0.5%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$310.25,,,,,
,Cash Adjustments,,$20.38,,,,,
,Cash before Tipouts,,$330.63,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$292.22,,,,,
,Total Cash,,$330.63,,,,,
