Sales Summary Export,,,,,,,Generated 5/19/23 8:27 PM,
1/28/23 - 1/28/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,927.08",$8.94,$0.00,$214.23,$510.00,"$3,660.25",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,141,143,360.9,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,88,2107.32,220.23,0,0.100122749590835,,2327.55
,Gift Card,34,300.5,0,0,0,,300.5
,Cash,19,189.74,0,0,0,,189.74
,Other,1,839.63,0,0,0,,839.63
,Total,142,3437.19,220.23,0,0.0659424564261183,,3657.42
,,,,,,,,
,Credit Types,,,,,,,
,Amex,12,263.59,45.7,0,0.162633451957295,,309.29
,Discover,4,140.74,17.36,0,0.117694915254237,,158.1
,Mastercard,34,858.55,79.91,0,0.0916819642037632,,938.46
,Visa,38,844.44,77.26,0,0.0858921623123958,,921.7
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,839.63,0,0,0,,839.63
,,,,,,,,
,,,,,,,Paid In Total,$88.80
,,,,,,,,
,,,,,,,Deposit Sales Collected,$91.63
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,1,1,16,16,0,0,
,Wholesale,1,310,839.63,0,839.63,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,61,162,844,111.62,732.38,0,
,"Cookies, Bars & Tarts",25,58,224,3.23,220.77,0,
,Cakes,1,2,66,8.68,57.32,0,
,Holiday Menus,,,,,,,
,Hot Sandwiches,2,2,32,0,32,1.92,
,Cold Sandwiches,,,,,,,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,14,18,251,34.34,216.66,0,
,Cold Drinks,2,2,9.1,0,9.1,0,
,Catering,,,,,,,
,Coffee Bar,22,28,119.25,2.13,117.12,7.02,
,Breads,75,128,887,184.9,702.1,0,
,No Category,0,,,,0,0,
,Total,,,3287.98,360.9,2927.08,8.94 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,136,711,3287.98,360.9,2927.08,8.94,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Future Orders,23,542.94,,,,,
,Takeout,119,2384.14,,,,,
,None,1,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,8.94,149.12,,,,
,Non Taxable,134,,2777.96,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,8,18,,,,,
,Rebel Bread,33,86.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Birthday Rewards,2,10,,,,,
,Bread Waste,1,71,,,,,
,Pastry Waste,1,49,,,,,
,Reward Dollars,9,83.2,,,,,
,Shift Meal,1,40,,,,,
,Veterans 20%,1,3.2,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,136,"$2,056.45",,,,,
,No Service,7,$870.63,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$82.80,4,12,2.8%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$189.74,,,,,
,Cash Adjustments,,-$0.26,,,,,
,Cash before Tipouts,,$189.48,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$220.23,,,,,
,Total Cash,,$189.48,,,,,
