Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 12:30 AM,Unnamed: 8
4/1/23 - 4/1/23,,,,,,,Common Good @ Night,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,178.00",$69.39,$0.00,$198.46,$0.00,"$1,445.85",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,25,26,38.5,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,27,1230.89,198.46,0,0.1708652604390874,,1429.35
,Gift Card,1,16.5,0,0,0,,16.5
,Cash,,,,,,,
,Other,,,,,,,
,Total,28,1247.39,198.46,0,0.16847198641765707,,1445.85
,,,,,,,,
,Credit Types,,,,,,,
,Amex,2,187.62,33.68,0,0.1902824858757062,,221.3
,Discover,1,75.26,14.2,0,0.19999999999999998,,89.46
,Mastercard,6,285.67,50.84,0,0.18864564007421153,,336.51
,Visa,18,682.34,99.74,0,0.1548757763975155,,782.08
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Three Course Dinner,,,,,,,
,Restaurant Week,1,2,50,0,50,3,
,Breads,1,2,19,2.5,16.5,0,
,Desserts,2,2,24,0,24,1.44,
,Grab and Go Bar,,,,,,,
,Cold Drinks,5,5,24,0,24,1.14,
,Coffee Bar,1,1,5.5,0,5.5,0.33,
,Zero Proof- Bar,1,1,5,0,5,0.3,
,Entrees,,,,,,,
,Starters,7,13,150,0,150,9,
,White Wine,3,4,48,0,48,2.88,
,Red Wine,3,3,44,0,44,2.64,
,Beer,8,15,91,2.4,88.6,5.32,
,Spirits,2,4,60,0,60,3.6,
,Salads,5,6,87,0,87,5.22,
,Pasta,5,7,126,22,104,6.24,
,Pizza,13,17,483,11.6,471.4,28.28,
,No Category,0,,,,0,0,
,Total,,,1216.5,38.5,1178,69.39 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,7,38,537,0,537,31.92,
,Bar,6,19,260,14,246,14.76,
,Online Ordering,4,10,197,0,197,11.82,
,No Revenue Center,9,15,222.5,24.5,198,10.89,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,19,852,,,,,
,Takeout,4,197,,,,,
,Take Out,3,129,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,MI STATE TAX,,69.39,1156.5,,,,
,Non Taxable,3,,21.5,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,Rebel Bread,1,2.5,,,,,
,Team Dine-In 20%,4,14,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Shift Meal,1,22,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Happy Hour,5,$270.00,,,,,
,Dinner,18,$866.00,,,,,
,No Service,3,$42.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$0.00,,,,,
,Cash Adjustments,,$0.00,,,,,
,Cash before Tipouts,,$0.00,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$198.46,,,,,
,Total Cash,,$0.00,,,,,
