Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 11:38 PM,Unnamed: 8
4/5/23 - 4/5/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,934.19",$12.55,$0.00,$120.20,$200.00,"$2,266.94",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,83,86,434.49,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,45,1325.64,144.9,0,0.10687417023159759,,1470.54
,Gift Card,25,198.5,0,0,0,,198.5
,Cash,20,212.84,0,0,0,,212.84
,Other,1,584.08,0,0,0,,584.08
,Total,91,2321.06,144.9,0,0.0676221188263899,,2465.96
,,,,,,,,
,Credit Types,,,,,,,
,Amex,5,272.67,30.23,0,0.10923215898825656,,302.9
,Mastercard,14,438.62,39.79,0,0.08659412404787813,,478.41
,Visa,26,614.35,74.88,0,0.12086191590670649,,689.23
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,584.08,0,0,0,,584.08
,,,,,,,,
,,,,,,,Paid In Total,$224.32
,,,,,,,,
,,,,,,,Deposit Sales Collected,$25.30
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,1,1,7,0,7,0.42,
,Wholesale,1,219,584.08,0,584.08,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,37,104,652,122.02,529.98,0,
,"Cookies, Bars & Tarts",16,40,224,26.79,197.21,0,
,Cakes,1,1,53,0,53,0,
,Holiday Menus,,,,,,,
,Hot Sandwiches,6,8,120,14,106,6.36,
,Cold Sandwiches,,,,,,,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,5,5,66,6.8,59.2,0,
,Cold Drinks,8,11,54.4,21.1,33.3,2.01,
,Catering,,,,,,,
,Coffee Bar,14,14,62.7,0,62.7,3.76,
,Breads,35,74,545.5,243.78,301.72,0,
,No Category,0,,,,0,0,
,Total,,,2368.68,434.49,1934.19,12.55 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,84,477,2368.68,434.49,1934.19,12.55,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Future Orders,5,137.2,,,,,
,Takeout,81,1796.99,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,12.55,209,,,,
,Non Taxable,77,,1725.19,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,10,26,,,,,
,Comp Item,3,16,,,,,
,Rebel Bread,19,49.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Birthday Rewards,2,10,,,,,
,Bread Waste,1,165.5,,,,,
,Pastry Waste,1,114,,,,,
,Reward Dollars,2,14.19,,,,,
,Shift Meal,1,33.1,,,,,
,Team 20%,1,3.6,,,,,
,Veterans 20%,1,2.6,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,84,"$1,247.11",,,,,
,No Service,2,$687.08,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$212.84,,,,,
,Cash Adjustments,,$0.29,,,,,
,Cash before Tipouts,,$213.13,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$144.90,,,,,
,Total Cash,,$213.13,,,,,
