Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 11:39 PM,Unnamed: 8
4/7/23 - 4/7/23,,,,,,,Common Good @ Night,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,$849.56,$49.10,$0.00,$139.62,$0.00,"$1,038.28",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,26,21,41.44,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,19,887.16,139.62,0,0.16406580493537015,,1026.78
,Gift Card,1,11.5,0,0,0,,11.5
,Cash,,,,,,,
,Other,,,,,,,
,Total,20,898.66,139.62,0,0.16187826086956522,,1038.28
,,,,,,,,
,Credit Types,,,,,,,
,Amex,2,102.82,0,0,0,,102.82
,Mastercard,6,181.2,23.6,0,0.12756756756756757,,204.8
,Visa,11,603.14,116.02,0,0.20390158172231984,,719.16
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Three Course Dinner,,,,,,,
,Restaurant Week,3,4,160,2.5,157.5,9.45,
,Breads,2,5,38,6.5,31.5,0,
,Desserts,2,2,24,0,24,1.44,
,Grab and Go Bar,,,,,,,
,Cold Drinks,1,2,10,1,9,0.54,
,Coffee Bar,,,,,,,
,Zero Proof- Bar,,,,,,,
,Entrees,,,,,,,
,Starters,2,3,22,1.06,20.94,1.26,
,White Wine,1,6,72,0,72,4.32,
,Red Wine,,,,,,,
,Beer,7,12,73,0.7,72.3,4.34,
,Spirits,2,2,24,0,24,1.44,
,Salads,,,,,,,
,Pasta,5,7,126,22,104,6.24,
,Pizza,9,12,342,7.68,334.32,20.07,
,No Category,0,,,,0,0,
,Total,,,891,41.44,849.56,49.10 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,3,10,180,7.1,172.9,10.38,
,Bar,5,23,294,0,294,17.64,
,Online Ordering,4,8,203,0,203,12.18,
,No Revenue Center,8,14,214,34.34,179.66,8.9,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,14,532.4,,,,,
,Takeout,7,317.16,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,MI STATE TAX,,49.1,818.06,,,,
,Non Taxable,3,,31.5,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,2,4,,,,,
,Rebel Bread,1,2.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,10% Munson,1,7.1,,,,,
,Reward Dollars,1,5.84,,,,,
,Shift Meal,1,22,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Happy Hour,2,$34.00,,,,,
,Dinner,17,$792.06,,,,,
,No Service,2,$23.50,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$12.00,1,1,1.4%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$0.00,,,,,
,Cash Adjustments,,$0.00,,,,,
,Cash before Tipouts,,$0.00,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$139.62,,,,,
,Total Cash,,$0.00,,,,,
