Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 11:36 PM,Unnamed: 8
4/2/23 - 4/2/23,,,,,,,Common Good @ Night,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,$875.95,$50.01,$0.00,$146.45,$0.00,"$1,072.41",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,27,19,7.5,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,18,893.46,146.45,0,0.17363210623036338,,1039.91
,Gift Card,2,32.5,0,0,0,,32.5
,Cash,,,,,,,
,Other,,,,,,,
,Total,20,925.96,146.45,0,0.16718990809977735,,1072.41
,,,,,,,,
,Credit Types,,,,,,,
,Amex,1,68.9,13,0,0.2,,81.9
,Mastercard,9,595.14,100.93,0,0.17976667557217918,,696.07
,Visa,8,229.42,32.52,0,0.14986175115207376,,261.94
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Three Course Dinner,,,,,,,
,Restaurant Week,1,2,50,0,50,3,
,Breads,3,5,50,7.5,42.5,0,
,Desserts,2,2,24,0,24,1.44,
,Grab and Go Bar,,,,,,,
,Cold Drinks,1,1,5,0,5,0.3,
,Coffee Bar,1,2,12.95,0,12.95,0.78,
,Zero Proof- Bar,1,1,13,0,13,0.78,
,Entrees,1,1,29,0,29,1.74,
,Starters,5,9,82,0,82,4.92,
,White Wine,,,,,,,
,Red Wine,2,2,51,0,51,3.06,
,Beer,4,9,53,0,53,3.18,
,Spirits,5,7,105,0,105,6.3,
,Salads,2,2,26,0,26,1.56,
,Pasta,5,11,186,0,186,11.16,
,Pizza,7,7,196.5,0,196.5,11.79,
,No Category,0,,,,0,0,
,Total,,,883.45,7.5,875.95,50.01 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,4,30,523.45,0,523.45,31.41,
,Bar,4,12,124,0,124,7.44,
,Online Ordering,2,4,60,0,60,3.6,
,No Revenue Center,8,15,176,7.5,168.5,7.56,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,15,745.95,,,,,
,Takeout,2,60,,,,,
,Take Out,2,70,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,MI STATE TAX,,50.01,833.45,,,,
,Non Taxable,3,,42.5,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,Rebel Bread,3,7.5,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Happy Hour,9,$453.45,,,,,
,Dinner,9,$401.50,,,,,
,No Service,1,$21.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$10.00,1,1,1.1%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$0.00,,,,,
,Cash Adjustments,,$0.00,,,,,
,Cash before Tipouts,,$0.00,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$146.45,,,,,
,Total Cash,,$0.00,,,,,
