Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/23/23 12:23 AM,Unnamed: 8
3/18/23 - 3/18/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,445.50",$63.98,$0.00,$280.68,$300.00,"$3,090.16",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,120,123,401.2,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,86,2089.97,280.68,0,0.13449098697639653,,2370.65
,Gift Card,21,179,0,0,0,,179
,Cash,18,540.51,0,0,0,,540.51
,Other,,,,,,,
,Total,125,2809.48,280.68,0,0.1237811735132632,,3090.16
,,,,,,,,
,Credit Types,,,,,,,
,Amex,10,350.43,34.1,0,0.09228687415426252,,384.53
,Discover,3,53.89,8.52,0,0.15925233644859813,,62.41
,Mastercard,24,511.91,76.27,0,0.1467944646534634,,588.18
,Visa,49,1173.74,161.79,0,0.1413741578630036,,1335.53
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,37,60,360,67.05,292.95,0,
,Breakfast Pastry,68,168,1062.5,274.43,788.07,0,
,Breakfast Sandwiches,21,31,437,25.8,411.2,24.67,
,Cakes,,,,,,,
,Catering,,,,,,,
,Coffee Bar,43,57,260.6,4.2,256.4,15.38,
,Cold Drinks,12,17,79.6,6.29,73.31,2.09,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",25,51,269,9.43,259.57,0,
,Hot Sandwiches,16,22,340,14,326,19.56,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,,,,,,,
,Wholesale,,,,,,,
,Salads,,,,,,,
,Red Wine,,,,,,,
,White Wine,1,1,12,0,12,0.72,
,Beer,1,4,26,0,26,1.56,
,Spirits,,,,,,,
,Pizza,,,,,,,
,Soup,,,,,,,
,Toasts & Tartines,,,,,,,
,No Category,0,,,,0,0,
,Total,,,2846.7,401.2,2445.5,63.98 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,,,,,,,
,Bar,,,,,,,
,Online Ordering,5,15,96.5,0,96.5,2.01,
,No Revenue Center,115,396,2750.2,401.2,2349,61.97,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,39,1069.8,,,,,
,Takeout,84,1375.7,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,63.98,1066.11,,,,
,Non Taxable,107,,1379.39,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,8,22,,,,,
,Rebel Bread,15,40,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Birthday Rewards,1,5,,,,,
,Pastry Waste,2,236.5,,,,,
,Reward Dollars,4,53.8,,,,,
,Shift Meal,1,40.1,,,,,
,Team 20%,3,3.8,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,41,$876.20,,,,,
,Dinner,6,$100.55,,,,,
,Lunch,71,"$1,333.75",,,,,
,No Service,5,$135.00,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$540.51,,,,,
,Cash Adjustments,,$0.48,,,,,
,Cash before Tipouts,,$540.99,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$280.68,,,,,
,Total Cash,,$540.99,,,,,
