Sales Summary Export,,,,,,,Generated 5/19/23 6:42 PM,
1/11/23 - 1/11/23,,,,,,,Common Good Bakery - 537 W. 14th Street - 14th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$2,401.58",$11.45,$0.00,$141.04,$250.00,"$2,804.07",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,122,126,604.5,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,70,1492.43,142.24,0,0.0951151827209201,,1634.67
,Gift Card,36,292.47,0,0,0,,292.47
,Cash,20,235.8,0,0,0,,235.8
,Other,1,743.38,0,0,0,,743.38
,Total,127,2764.08,142.24,0,0.0561973544889928,,2906.32
,,,,,,,,
,Credit Types,,,,,,,
,Amex,7,148.27,12.95,0,0.0891566265060241,,161.22
,Discover,3,46,8.4,0,0.182608695652174,,54.4
,Mastercard,21,350.25,39.96,0,0.112897301878796,,390.21
,Visa,39,947.91,80.93,0,0.085167061299658,,1028.84
,,,,,,,,
,Alternate Payment Types,,,,,,,
,Wholesale Close Out,1,743.38,0,0,0,,743.38
,,,,,,,,
,,,,,,,Paid In Total,$102.25
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Soup,2,2,23,0,23,1.38,
,Wholesale,1,167,743.38,0,743.38,0,
,Grocery,,,,,,,
,Candy,,,,,,,
,Breakfast Pastry,50,111,575,26.18,548.82,0,
,"Cookies, Bars & Tarts",16,50,173,2.4,170.6,0,
,Cakes,,,,,,,
,Holiday Menus,,,,,,,
,Hot Sandwiches,3,5,78,0,78,4.68,
,Cold Sandwiches,4,8,112,84,28,0,
,Salads,,,,,,,
,Pizza,,,,,,,
,Merchandise,,,,,,,
,Breakfast Sandwiches,10,12,154,0,154,0,
,Cold Drinks,,,,,,,
,Catering,,,,,,,
,Coffee Bar,19,22,91.7,1.92,89.78,5.39,
,Breads,63,153,1056,490,566,0,
,No Category,0,,,,0,0,
,Total,,,3006.08,604.5,2401.58,11.45 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,No Revenue Center,124,530,3006.08,604.5,2401.58,11.45,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Takeout,126,2401.58,,,,,
,None,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,11.45,190.78,,,,
,Non Taxable,118,,2210.8,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,10,24,,,,,
,Rebel Bread,28,76,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,10% Munson,1,1.1,,,,,
,Birthday Rewards,1,5,,,,,
,Bread Waste,1,390,,,,,
,Food Waste,2,84,,,,,
,Pastry Waste,1,20,,,,,
,Team 20%,1,2.4,,,,,
,Veterans 20%,1,2,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,122,"$1,651.20",,,,,
,No Service,4,$750.38,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$0.00,0,0,0.0%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$235.80,,,,,
,Cash Adjustments,,$0.17,,,,,
,Cash before Tipouts,,$235.97,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$142.24,,,,,
,Total Cash,,$235.97,,,,,
