Sales Summary Export,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Generated 5/22/23 6:41 PM,Unnamed: 8
3/13/23 - 3/13/23,,,,,,,Common Good Bakery - 1115 E. 8th Street - 8th St.,
,,,,,,,,
Sales Summary,Net Sales,Tax,Gratuity,Tips,Deferred,Total,,
,"$1,519.55",$42.48,$0.00,$168.63,$250.00,"$1,980.66",,
,,,,,,,,
,Guest Count,Order Count,Discounts,Tips Withheld,Tips Refunded,,,
,102,105,554.1,$0.00,$0.00,,,
,,,,,,,,
,,,,,,,,
Payment Summary,Payment Type,Count,Amount,Tips,Gratuity,Tip/Grat %,Refunds,Total
,Credit,62,1500.65,179.93,0,0.12160719113273859,,1680.58
,Gift Card,16,129,0,0,0,,129
,Cash,25,280.38,0,0,0,,280.38
,Other,,,,,,,
,Total,103,1910.03,179.93,0,0.11185502921795351,,2089.96
,,,,,,,,
,Credit Types,,,,,,,
,Amex,4,90.2,3.55,0,0.0398876404494382,,93.75
,Discover,2,34.98,6.6,0,0.19999999999999998,,41.58
,Mastercard,19,386.71,47.83,0,0.12571954264686555,,434.54
,Visa,37,988.76,121.95,0,0.12480171928567774,,1110.71
,,,,,,,,
,Alternate Payment Types,,,,,,,
,,,,,,,,
,,,,,,,Paid In Total,$109.30
,,,,,,,,
Sales Categories,Category,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Breads,31,54,381,110,271,0,
,Breakfast Pastry,39,117,732,349,383,0,
,Breakfast Sandwiches,15,19,256,11,245,14.7,
,Cakes,,,,,,,
,Catering,,,,,,,
,Coffee Bar,30,35,160.25,0,160.25,9.61,
,Cold Drinks,7,9,41.4,9.1,32.3,1.35,
,Cold Sandwiches,,,,,,,
,"Cookies, Bars & Tarts",23,33,168,20.33,147.67,0,
,Hot Sandwiches,16,20,312,48.67,263.33,15.8,
,Holiday Menus,,,,,,,
,Grocery,,,,,,,
,Merchandise,,,,,,,
,Wholesale,,,,,,,
,Salads,,,,,,,
,Red Wine,,,,,,,
,White Wine,,,,,,,
,Beer,3,4,23,6,17,1.02,
,Spirits,,,,,,,
,Pizza,,,,,,,
,Soup,,,,,,,
,Toasts & Tartines,,,,,,,
,No Category,0,,,,0,0,
,Total,,,2073.65,554.1,1519.55,42.48 $,
,,,,,,,,
Revenue Centers,Revenue Center,Order Count,Item Count,Gross Amt,Discounts,Net,Tax,
,Dining Room,,,,,,,
,Bar,,,,,,,
,Online Ordering,4,7,90.9,0,90.9,5.46,
,No Revenue Center,96,284,1982.75,554.1,1428.65,37.02,
,,,,,,,,
Dining Options,Dining Option,Order Count,Net Sales,,,,,
,Dine In,27,502.4,,,,,
,Phone Order,1,14,,,,,
,Takeout,77,1003.15,,,,,
,,0,0,,,,,
,,,,,,,,
,,,,,,,,
Taxes,Tax,Order Count,Tax Amount,Net Sales,,,,
,Prepared Food,,42.48,707.88,,,,
,Non Taxable,76,,811.67,,,,
,,,,,,,,
Service Charges,Service Charge,Count,Amount,,,,,
,,,,,,,,
,,,,,,,,
Menu Item Discounts,Discount,Count,Amount,,,,,
,$2 Bread Club Baguette,6,12,,,,,
,Rebel Bread,10,26,,,,,
,,,,,,,,
,,,,,,,,
Check Discounts,Discount,Count,Amount,,,,,
,Bread Waste,1,68,,,,,
,Comp Check,1,42,,,,,
,Pastry Waste,1,330,,,,,
,Reward Dollars,2,28,,,,,
,Shift Meal,1,39.1,,,,,
,Team 20%,1,9,,,,,
,,,,,,,,
,,,,,,,,
Sales by Service,Service,Orders,Net Sales,,,,,
,Hours,19,$346.50,,,,,
,Dinner,8,$52.00,,,,,
,Lunch,74,"$1,018.60",,,,,
,No Service,4,$102.45,,,,,
,,,,,,,,
,,,,,,,,
Voids,Amount,Order Count,Item Count,Percent,,,,
,$24.00,3,3,1.6%,,,,
,,,,,,,,
,,,,,,,,
Cash Summary,,,,,,,,
,Total Cash Payments,,$280.38,,,,,
,Cash Adjustments,,-$0.18,,,,,
,Cash before Tipouts,,$280.20,,,,,
,Cash Gratuity,, -$0.00,,,,,
,Credit / Non-Cash gratuity,, -$0.00,,,,,
,Credit / Non-Cash tips,, -$179.93,,,,,
,Total Cash,,$280.20,,,,,
